Time (Month),Consumption (KWh) per household,Avg Tariff (c/KWh) per household,Primary Wholesale ($/MWh),GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households),Percentage Renewable Production,System Production Primary Spot,System Production Secondary Spot,System Production Off Spot,System Production Rooftop PV,System Production Coal,System Production Water,System Production Wind,System Production Gas,System Production Solar,System Production Battery,Number of Active Actors,Primary Total Unmet Demand (MWh),Primary Total Unmet Demand (Hours),Primary Total Unmet Demand (Days),Primary Max Unmet Demand Per Hour (MWh),Secondary Total Unmet Demand (MWh),Secondary Total Unmet Demand (Hours),Secondary Total Unmet Demand (Days),Secondary Max Unmet Demand Per Hour (MWh)
2029-09-01,340.07174031450745,8.5684175491333,21.355350494384766,0.3202699362440765,3135824.0,0.3296710881553464,2967617.2794246674,0.0,459956.7708155548,290037.6311400099,2468393.8312475746,327552.11087819864,263630.7360520711,12923.944446822923,11551.817052898004,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029-10-01,334.1354421293849,8.5684175491333,18.706619262695312,0.31351207871880415,3140212.0,0.32417332074800387,2734411.965968244,0.0,591198.3085106412,410625.83848772856,2385965.3509545363,280095.8437083946,163585.98510531135,12998.569530000044,16305.871044838635,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029-11-01,316.110435349488,8.5684175491333,22.68194007873535,0.2985839428520821,3144600.0,0.3127072770343179,2521546.6504415465,0.0,610461.5519000439,433810.8101013432,2261754.2647942905,232591.68353475753,118872.24861167671,13198.296700820158,17200.87104217467,0.0,194.0,109.55941888502139,1.0,1.0,109.55941888502139,0.0,0.0,0.0,0.0
2029-12-01,332.0496140347312,8.5684175491333,121.56541442871094,0.30445219873852936,3148988.0,0.32958740638049266,2595309.0652724477,0.0,679632.1765323103,494923.59109871555,2291528.7364709266,233465.94068052957,156084.56694350822,22326.97613010577,19594.831380609874,0.0,194.0,6950.5674789221175,13.0,3.0,1458.2878337361371,0.0,0.0,0.0,0.0
2030-01-01,369.2919148925375,11.051778793334961,238.2444610595703,0.29938742775964394,3153378.0,0.42070811028546096,2887570.496278824,0.0,743588.2650085395,555998.2555108886,2239310.8057406787,355567.51929465885,363798.31882584956,36702.690728317335,22012.87686393086,0.0,194.0,10185.276047753374,25.0,6.0,1609.2433255132273,0.0,0.0,0.0,0.0
2030-02-01,317.58199467598297,11.051778793334961,142.91812133789062,0.2734416505282217,3157766.0,0.388259281936134,2575269.589632965,0.0,581363.5742266233,416046.7657468818,2071692.9621860702,322231.3752846298,253854.9274747514,25097.945007514878,16425.722627626084,0.0,194.0,6318.032044641319,13.0,3.0,1370.6646719363498,0.0,0.0,0.0,0.0
2030-03-01,352.572210271859,11.051778793334961,148.11923217773438,0.3103763691081428,3162154.0,0.38057526679872294,3005505.9918484455,0.0,543517.5065713325,364987.48523835314,2383346.842170933,394684.17576181865,310770.431120958,24747.856745335608,14409.878147649953,0.0,194.0,8710.347110539455,14.0,3.0,1583.1228705301746,0.0,0.0,0.0,0.0
2030-04-01,317.37061280096714,11.051778793334961,21.808137893676758,0.29859316483940573,3166542.0,0.33580853314418035,2829869.5422215494,0.0,416521.22060001054,248492.8084413383,2335453.489410087,342051.8390347263,244779.54237673592,12613.685910000011,9783.146163125552,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-05-01,359.3319231266537,11.051778793334961,58.744773864746094,0.31816755169671107,3170930.0,0.3853236712599351,3378673.8338979385,0.0,343610.1975098082,174084.38196048327,2516550.4449864253,459728.917095276,490087.0285536153,20620.989922387347,6853.6911175351825,0.0,194.0,356.3421710583639,2.0,1.0,200.96340074084674,0.0,0.0,0.0,0.0
2030-06-01,377.7418120011917,11.051778793334961,229.82046508789062,0.31157496938867085,3175318.0,0.42926378875403853,3660243.084608164,0.0,282459.4576812855,120660.90444969817,2469869.4099159553,522347.0782367307,723993.0245222903,48449.30000220082,4737.149394816093,0.0,194.0,3339.994517076941,20.0,8.0,414.5774299463992,0.0,0.0,0.0,0.0
2030-07-01,387.7142650924331,11.051778793334961,83.4088363647461,0.319995388800012,3179706.0,0.430171277964192,3750609.306343827,0.0,300865.5761906898,133280.21849157414,2545399.384454238,534447.4549729972,742071.8265342343,36979.62285888002,5225.289591501386,0.0,194.0,420.2278749461034,4.0,1.0,232.60383200547994,0.0,0.0,0.0,0.0
2030-08-01,383.9087743640734,11.051778793334961,85.76200103759766,0.3155035925921045,3184094.0,0.4300624114768523,3596239.0545006213,0.0,385615.412822259,214260.71544879512,2491303.94553148,506547.58102280286,671026.5010461984,35632.48154013919,8388.459808807895,0.0,194.0,515.6666339887447,6.0,4.0,241.3106043515304,0.0,0.0,0.0,0.0
2030-09-01,337.40385707054327,11.051778793334961,26.480121612548828,0.29477175933228833,3188482.0,0.3887314428157069,2993520.4342801925,0.0,465390.080616188,295470.94094064314,2309311.425597479,396544.0210228458,377834.6999305192,14713.630929350335,11551.817052898004,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-10-01,331.6062821223539,11.051778793334961,22.002992630004883,0.2898263665576485,3192870.0,0.3832611122931966,2758557.072508635,0.0,598221.7980428342,417649.3280199209,2242758.975817998,356914.57017722796,254054.7401402133,13062.569703198169,16305.871044838635,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-11-01,313.6449654672848,11.051778793334961,31.694299697875977,0.27628920550244296,3197258.0,0.3754434864054544,2543371.776494835,0.0,617835.7007114827,441184.95891278266,2128148.7640743633,323107.6835329269,183065.45034151772,13906.221746026771,17200.87104217467,0.0,194.0,346.4744204661579,1.0,1.0,346.4744204661579,0.0,0.0,0.0,0.0
2030-12-01,329.4674052034485,11.051778793334961,149.34327697753906,0.2828041537749116,3201646.0,0.38647611620982014,2614403.3709359453,0.0,687296.2074882059,502587.6220546111,2160757.5852380195,318318.18761675555,218176.00378184134,25196.946310384,19594.831380609874,0.0,194.0,11153.98236653654,15.0,4.0,1834.6549067672659,0.0,0.0,0.0,0.0
2031-01-01,368.12621002190554,17.20018768310547,407.1808166503906,0.27399312290480216,3206037.0,0.4737326588619089,2919119.597612699,0.0,752980.7624249734,565390.7529273225,2071328.7153812589,417548.7580237861,487343.3549106071,50308.390684480866,22012.87686393086,0.0,194.0,21526.805641320458,41.0,9.0,2047.2006289312776,0.0,0.0,0.0,0.0
2031-02-01,316.5770019161981,17.20018768310547,259.3146057128906,0.24933980608655437,3210524.0,0.44883235925268855,2607753.088205686,0.0,588110.6710074815,422793.8625277406,1914286.5200827103,387185.76106330275,371464.6578973485,32167.269482324125,16425.722627626084,0.0,194.0,12152.819048004629,25.0,5.0,1805.5897156461615,0.0,0.0,0.0,0.0
2031-03-01,351.45369642592203,17.20018768310547,199.9348907470703,0.28206385490003766,3215011.0,0.4430736888795708,3043160.2668181346,0.0,549834.2490467281,371304.2277137484,2196471.8518191213,459612.9303254871,465769.1424291401,29240.296884386546,14409.878147649953,0.0,194.0,14871.808280724821,18.0,4.0,2020.88711851249,0.0,0.0,0.0,0.0
