region,year,category,subcategory,scenario,annual_consumption
TAS,2031,Business,Small to medium enterprises,Fast change,1569.8992
TAS,2031,Business,Small to medium enterprises,High DER,1447.6042
TAS,2031,Business,Small to medium enterprises,Slow change,1527.5614
TAS,2031,Business,Small to medium enterprises,Step change,1521.8873
TAS,2031,ElectricVehicles,EV Load,Central,40.162125
TAS,2031,ElectricVehicles,EV Load,Fast change,108.42858
TAS,2031,ElectricVehicles,EV Load,High DER,108.42858
TAS,2031,ElectricVehicles,EV Load,Slow change,8.62179
TAS,2031,ElectricVehicles,EV Load,Step change,171.18166
TAS,2031,EnergyEfficiency,Business,Central,197.91248
TAS,2031,EnergyEfficiency,Business,Fast change,197.91248
TAS,2031,EnergyEfficiency,Business,High DER,197.91248
TAS,2031,EnergyEfficiency,Business,Slow change,168.49507
TAS,2031,EnergyEfficiency,Business,Step change,292.3238
TAS,2031,EnergyEfficiency,Residential,Central,323.90176
TAS,2031,EnergyEfficiency,Residential,Fast change,323.90176
TAS,2031,EnergyEfficiency,Residential,High DER,323.90176
TAS,2031,EnergyEfficiency,Residential,Slow change,312.35004
TAS,2031,EnergyEfficiency,Residential,Step change,352.48767
TAS,2031,Losses,Distribution losses,Central,217.59381
TAS,2031,Losses,Distribution losses,Fast change,217.02667
TAS,2031,Losses,Distribution losses,High DER,211.13353
TAS,2031,Losses,Distribution losses,Slow change,209.38713
TAS,2031,Losses,Distribution losses,Step change,218.44763
TAS,2031,Losses,Transmission losses,Central,246.12277
TAS,2031,Losses,Transmission losses,Fast change,245.85655
TAS,2031,Losses,Transmission losses,High DER,242.93045
TAS,2031,Losses,Transmission losses,Slow change,203.21855
TAS,2031,Losses,Transmission losses,Step change,241.89331
TAS,2031,Native,Native,Central,10457.535
TAS,2031,Native,Native,Fast change,10446.606
TAS,2031,Native,Native,High DER,10345.714
TAS,2031,Native,Native,Slow change,8652.8
TAS,2031,Native,Native,Step change,10327.61
TAS,2031,Operational,,Central,9998.711
TAS,2031,Operational,,Fast change,9987.755
TAS,2031,Operational,,High DER,9867.339
TAS,2031,Operational,,Slow change,8249.002
TAS,2031,Operational,,Step change,9806.734
TAS,2031,PriceImpact,,Central,68.9071
TAS,2031,PriceImpact,,Fast change,68.9071
TAS,2031,PriceImpact,,High DER,68.9071
TAS,2031,PriceImpact,,Slow change,99.00467
TAS,2031,PriceImpact,,Step change,16.112541
TAS,2031,Residential,Res grid demand,Central,1680.559
TAS,2031,Residential,Res grid demand,Fast change,1615.5765
TAS,2031,Residential,Res grid demand,High DER,1645.7987
TAS,2031,Residential,Res grid demand,Slow change,1616.5828
TAS,2031,Residential,Res grid demand,Step change,1643.9897
TAS,2031,Residential,Residential SNSG offset,Central,-77.467125
TAS,2031,Residential,Residential SNSG offset,Fast change,-75.06708
TAS,2031,Residential,Residential SNSG offset,High DER,-80.475494
TAS,2031,Residential,Residential SNSG offset,Slow change,-79.30103
TAS,2031,Residential,Residential SNSG offset,Step change,-88.315414
TAS,2031,RooftopPV,Business,Central,40.927223
TAS,2031,RooftopPV,Business,Fast change,54.30646
TAS,2031,RooftopPV,Business,High DER,176.60144
TAS,2031,RooftopPV,Business,Slow change,44.0518
TAS,2031,RooftopPV,Business,Step change,72.16001
TAS,2031,RooftopPV,Residential,Central,198.90515
TAS,2031,RooftopPV,Residential,Fast change,279.76733
TAS,2031,RooftopPV,Residential,High DER,242.22588
TAS,2031,RooftopPV,Residential,Slow change,160.22987
TAS,2031,RooftopPV,Residential,Step change,381.85916
TAS,2031,SmallNonScheduledGeneration,ONSG generation,Central,449.06488
TAS,2031,SmallNonScheduledGeneration,ONSG generation,Fast change,449.06488
TAS,2031,SmallNonScheduledGeneration,ONSG generation,High DER,449.06488
TAS,2031,SmallNonScheduledGeneration,ONSG generation,Slow change,394.06387
TAS,2031,SmallNonScheduledGeneration,ONSG generation,Step change,511.07773
TAS,2031,SmallNonScheduledGeneration,PVNSG generation,Central,9.759334
TAS,2031,SmallNonScheduledGeneration,PVNSG generation,Fast change,9.786516
TAS,2031,SmallNonScheduledGeneration,PVNSG generation,High DER,29.310509
TAS,2031,SmallNonScheduledGeneration,PVNSG generation,Slow change,9.733708
TAS,2031,SmallNonScheduledGeneration,PVNSG generation,Step change,9.7977705
VIC,2031,AuxiliaryLoads,,Central,2688.3672
VIC,2031,AuxiliaryLoads,,Slow change,1967.5209
VIC,2031,AuxiliaryLoads,,Step change,1442.7506
VIC,2031,Business,Business SNSG offset,Central,-1353.0503
VIC,2031,Business,Large industrial loads,Central,6248.6284
VIC,2031,Business,Small to medium enterprises,Central,21879.848
VIC,2031,Business,Business SNSG offset,Fast change,-1427.0493
VIC,2031,Business,Large industrial loads,Fast change,6248.6284
VIC,2031,Business,Small to medium enterprises,Fast change,21577.898
VIC,2031,Business,Business SNSG offset,High DER,-1232.5564
VIC,2031,Business,Large industrial loads,High DER,6248.6284
VIC,2031,Business,Small to medium enterprises,High DER,20618.076
VIC,2031,Business,Business SNSG offset,Slow change,-1040.4384
VIC,2031,Business,Large industrial loads,Slow change,1859.3813
VIC,2031,Business,Small to medium enterprises,Slow change,21039.857
VIC,2031,Business,Business SNSG offset,Step change,-1562.8229
VIC,2031,Business,Large industrial loads,Step change,6277.4424
VIC,2031,Business,Small to medium enterprises,Step change,20539.723
VIC,2031,ElectricVehicles,EV Load,Central,1084.818
VIC,2031,ElectricVehicles,EV Load,Fast change,1704.0831
VIC,2031,ElectricVehicles,EV Load,High DER,1704.0831
VIC,2031,ElectricVehicles,EV Load,Slow change,296.13882
VIC,2031,ElectricVehicles,EV Load,Step change,3042.4993
VIC,2031,EnergyEfficiency,Business,Central,3487.6313
VIC,2031,EnergyEfficiency,Residential,Central,2161.6982
VIC,2031,EnergyEfficiency,Business,Fast change,3487.6313
VIC,2031,EnergyEfficiency,Residential,Fast change,2161.6982
VIC,2031,EnergyEfficiency,Business,High DER,3487.6313
VIC,2031,EnergyEfficiency,Residential,High DER,2161.6982
VIC,2031,EnergyEfficiency,Business,Slow change,2922.4946
VIC,2031,EnergyEfficiency,Residential,Slow change,1991.9625
VIC,2031,EnergyEfficiency,Business,Step change,5102.811
VIC,2031,EnergyEfficiency,Residential,Step change,2417.2354
VIC,2031,Losses,Distribution losses,Central,1813.6217
VIC,2031,Losses,Transmission losses,Central,1088.1633
VIC,2031,Losses,Distribution losses,Fast change,1769.2954
VIC,2031,Losses,Transmission losses,Fast change,1064.4271
VIC,2031,Losses,Distribution losses,High DER,1692.7075
VIC,2031,Losses,Transmission losses,High DER,1026.7485
VIC,2031,Losses,Distribution losses,Slow change,1716.3024
VIC,2031,Losses,Transmission losses,Slow change,923.8852
VIC,2031,Losses,Distribution losses,Step change,1744.4944
VIC,2031,Losses,Transmission losses,Step change,1050.6337
VIC,2031,Native,Native,Central,43477.195
VIC,2031,Native,Native,Fast change,42623.64
VIC,2031,Native,Native,High DER,40904.066
VIC,2031,Native,Native,Slow change,36840.9
VIC,2031,Operational,,Fast change,40670.453
VIC,2031,Operational,,High DER,39230.457
VIC,2031,Operational,,Slow change,35300.426
VIC,2031,Operational,,Step change,40141.97
VIC,2031,PriceImpact,,Central,920.75854
VIC,2031,PriceImpact,,Fast change,920.75854
VIC,2031,PriceImpact,,High DER,920.75854
VIC,2031,PriceImpact,,Slow change,1096.6462
VIC,2031,PriceImpact,,Step change,288.81033
VIC,2031,Residential,Res grid demand,Central,11362.117
VIC,2031,Residential,Residential SNSG offset,Central,-546.5464
VIC,2031,Residential,Res grid demand,Fast change,10259.309
VIC,2031,Residential,Residential SNSG offset,Fast change,-526.13605
VIC,2031,Residential,Res grid demand,High DER,9613.823
VIC,2031,Residential,Residential SNSG offset,High DER,-441.05075
VIC,2031,Residential,Res grid demand,Slow change,11005.332
VIC,2031,Residential,Residential SNSG offset,Slow change,-500.0328
VIC,2031,Residential,Res grid demand,Step change,9610.045
VIC,2031,Residential,Residential SNSG offset,Step change,-560.0442
VIC,2031,RooftopPV,Business,Central,856.93646
VIC,2031,RooftopPV,Residential,Central,2939.2773
VIC,2031,RooftopPV,Business,Fast change,1158.8864
VIC,2031,RooftopPV,Residential,Fast change,4316.5605
VIC,2031,RooftopPV,Business,High DER,2118.7087
VIC,2031,RooftopPV,Residential,High DER,5123.417
VIC,2031,RooftopPV,Business,Slow change,725.97217
VIC,2031,RooftopPV,Residential,Slow change,2273.0825
VIC,2031,RooftopPV,Business,Step change,1542.2733
VIC,2031,RooftopPV,Residential,Step change,6360.96
VIC,2031,SmallNonScheduledGeneration,ONSG generation,Central,1249.3455
VIC,2031,SmallNonScheduledGeneration,PVNSG generation,Central,650.2511
VIC,2031,SmallNonScheduledGeneration,ONSG generation,Fast change,1249.3455
VIC,2031,SmallNonScheduledGeneration,PVNSG generation,Fast change,703.83984
VIC,2031,SmallNonScheduledGeneration,ONSG generation,High DER,1249.3455
VIC,2031,SmallNonScheduledGeneration,PVNSG generation,High DER,424.26166
VIC,2031,SmallNonScheduledGeneration,ONSG generation,Slow change,1096.3269
VIC,2031,SmallNonScheduledGeneration,PVNSG generation,Slow change,444.1443
VIC,2031,SmallNonScheduledGeneration,ONSG generation,Step change,1421.8717
VIC,2031,SmallNonScheduledGeneration,PVNSG generation,Step change,700.9954
NEM,2032,AuxiliaryLoads,,Central,8483.572
NEM,2032,AuxiliaryLoads,,Slow change,6575.5684
NEM,2032,AuxiliaryLoads,,Step change,5814.096
NEM,2032,Business,Business SNSG offset,Central,-6907.122
NEM,2032,Business,Business SNSG offset,Fast change,-7471.801
NEM,2032,Business,Business SNSG offset,High DER,-6997.382
NEM,2032,Business,Business SNSG offset,Slow change,-5483.7036
NEM,2032,Business,Business SNSG offset,Step change,-8833.276
NEM,2032,Business,CSG,Central,6685.3296
NEM,2032,Business,CSG,Fast change,6685.3296
NEM,2032,Business,CSG,High DER,6685.3296
NEM,2032,Business,CSG,Slow change,4259.7026
NEM,2032,Business,CSG,Step change,7048.6016
NEM,2032,Business,Large industrial loads,Central,43569.668
NEM,2032,Business,Large industrial loads,Fast change,43569.668
NEM,2032,Business,Large industrial loads,High DER,43569.668
NEM,2032,Business,Large industrial loads,Slow change,21333.736
NEM,2032,Business,Large industrial loads,Step change,43680.54
NEM,2032,Business,Small to medium enterprises,Central,80215.016
NEM,2032,Business,Small to medium enterprises,Fast change,78829.91
NEM,2032,Business,Small to medium enterprises,High DER,74950.95
NEM,2032,Business,Small to medium enterprises,Slow change,76458.18
NEM,2032,Business,Small to medium enterprises,Step change,76058.625
NEM,2032,ElectricVehicles,EV Load,Central,4072.499
NEM,2032,ElectricVehicles,EV Load,Fast change,6767.847
NEM,2032,ElectricVehicles,EV Load,High DER,6767.847
NEM,2032,ElectricVehicles,EV Load,Slow change,1191.5903
NEM,2032,ElectricVehicles,EV Load,Step change,11695.755
NEM,2032,EnergyEfficiency,Business,Central,12175.47
NEM,2032,EnergyEfficiency,Business,Fast change,12175.47
NEM,2032,EnergyEfficiency,Business,High DER,12175.47
NEM,2032,EnergyEfficiency,Business,Slow change,10225.423
NEM,2032,EnergyEfficiency,Business,Step change,18338.412
NEM,2032,EnergyEfficiency,Residential,Central,8168.2417
NEM,2032,EnergyEfficiency,Residential,Fast change,8168.2417
NEM,2032,EnergyEfficiency,Residential,High DER,8168.2417
NEM,2032,EnergyEfficiency,Residential,Slow change,7357.1963
NEM,2032,EnergyEfficiency,Residential,Step change,9425.165
NEM,2032,Losses,Distribution losses,Central,6992.481
NEM,2032,Losses,Distribution losses,Fast change,6834.996
NEM,2032,Losses,Distribution losses,High DER,6477.168
NEM,2032,Losses,Distribution losses,Slow change,6629.6064
NEM,2032,Losses,Distribution losses,Step change,6764.8325
NEM,2032,Losses,Transmission losses,Central,4546.114
NEM,2032,Losses,Transmission losses,Fast change,4461.686
NEM,2032,Losses,Transmission losses,High DER,4291.202
NEM,2032,Losses,Transmission losses,Slow change,3751.2046
NEM,2032,Losses,Transmission losses,Step change,4431.985
NEM,2032,Native,Native,Central,192655.36
NEM,2032,Native,Native,Fast change,189831.16
NEM,2032,Native,Native,High DER,182129.16
NEM,2032,Native,Native,Slow change,159195.78
NEM,2032,Native,Native,Step change,190306.25
NEM,2032,Operational,,Central,183211.17
NEM,2032,Operational,,Fast change,179804.36
NEM,2032,Operational,,High DER,172804.28
NEM,2032,Operational,,Slow change,151164.52
NEM,2032,Operational,,Step change,178505.89
NEM,2032,PriceImpact,,Central,1725.3905
NEM,2032,PriceImpact,,Fast change,1725.3905
NEM,2032,PriceImpact,,High DER,1725.3905
NEM,2032,PriceImpact,,Slow change,2343.524
NEM,2032,PriceImpact,,Step change,326.93454
NEM,2032,Residential,Res grid demand,Central,46574.246
NEM,2032,Residential,Res grid demand,Fast change,42681.727
NEM,2032,Residential,Res grid demand,High DER,39386.992
NEM,2032,Residential,Res grid demand,Slow change,45571.758
NEM,2032,Residential,Res grid demand,Step change,40625.906
NEM,2032,Residential,Residential SNSG offset,Central,-2537.0618
NEM,2032,Residential,Residential SNSG offset,Fast change,-2554.9949
NEM,2032,Residential,Residential SNSG offset,High DER,-2327.4944
NEM,2032,Residential,Residential SNSG offset,Slow change,-2547.5552
NEM,2032,Residential,Residential SNSG offset,Step change,-2967.0754
NEM,2032,RooftopPV,Business,Central,3682.9321
NEM,2032,RooftopPV,Business,Fast change,5068.043
NEM,2032,RooftopPV,Business,High DER,8946.995
NEM,2032,RooftopPV,Business,Slow change,3253.2886
NEM,2032,RooftopPV,Business,Step change,6564.6045
NEM,2032,RooftopPV,Residential,Central,13249.897
NEM,2032,RooftopPV,Residential,Fast change,18115.643
NEM,2032,RooftopPV,Residential,High DER,22234.98
NEM,2032,RooftopPV,Residential,Slow change,10435.315
NEM,2032,RooftopPV,Residential,Step change,25068.383
NEM,2032,SmallNonScheduledGeneration,ONSG generation,Central,5484.0864
NEM,2032,SmallNonScheduledGeneration,ONSG generation,Fast change,5484.0864
NEM,2032,SmallNonScheduledGeneration,ONSG generation,High DER,5484.0864
NEM,2032,SmallNonScheduledGeneration,ONSG generation,Slow change,4754.1777
NEM,2032,SmallNonScheduledGeneration,ONSG generation,Step change,6319.034
NEM,2032,SmallNonScheduledGeneration,PVNSG generation,Central,3960.0972
NEM,2032,SmallNonScheduledGeneration,PVNSG generation,Fast change,4542.709
NEM,2032,SmallNonScheduledGeneration,PVNSG generation,High DER,3840.7896
NEM,2032,SmallNonScheduledGeneration,PVNSG generation,Slow change,3277.081
NEM,2032,SmallNonScheduledGeneration,PVNSG generation,Step change,5481.317
NSW,2032,AuxiliaryLoads,,Central,2201.225
NSW,2032,AuxiliaryLoads,,Slow change,1683.447
NSW,2032,AuxiliaryLoads,,Step change,1532.3728
NSW,2032,Business,Business SNSG offset,Central,-1998.4894
NSW,2032,Business,Business SNSG offset,Fast change,-2290.7705
NSW,2032,Business,Business SNSG offset,High DER,-2518.4316
NSW,2032,Business,Business SNSG offset,Slow change,-1607.3898
NSW,2032,Business,Business SNSG offset,Step change,-2957.8018
NSW,2032,Business,Large industrial loads,Central,14169.034
NSW,2032,Business,Large industrial loads,Fast change,14169.034
NSW,2032,Business,Large industrial loads,High DER,14169.034
NSW,2032,Business,Large industrial loads,Slow change,5238.8184
NSW,2032,Business,Large industrial loads,Step change,14194.79
NSW,2032,Business,Small to medium enterprises,Central,29025.418
NSW,2032,Business,Small to medium enterprises,Fast change,28590.244
NSW,2032,Business,Small to medium enterprises,High DER,27269.447
NSW,2032,Business,Small to medium enterprises,Slow change,28259.967
NSW,2032,Business,Small to medium enterprises,Step change,27231.848
NSW,2032,ElectricVehicles,EV Load,Central,1561.9222
NSW,2032,ElectricVehicles,EV Load,Fast change,2476.1375
NSW,2032,ElectricVehicles,EV Load,High DER,2476.1375
NSW,2032,ElectricVehicles,EV Load,Slow change,466.07715
NSW,2032,ElectricVehicles,EV Load,Step change,4370.659
NSW,2032,EnergyEfficiency,Business,Central,5082.543
NSW,2032,EnergyEfficiency,Business,Fast change,5082.543
NSW,2032,EnergyEfficiency,Business,High DER,5082.543
NSW,2032,EnergyEfficiency,Business,Slow change,4378.1157
NSW,2032,EnergyEfficiency,Business,Step change,7498.8794
NSW,2032,EnergyEfficiency,Residential,Central,3159.1013
NSW,2032,EnergyEfficiency,Residential,Fast change,3159.1013
NSW,2032,EnergyEfficiency,Residential,High DER,3159.1013
NSW,2032,EnergyEfficiency,Residential,Slow change,2783.5781
NSW,2032,EnergyEfficiency,Residential,Step change,3708.2642
NSW,2032,Losses,Distribution losses,Central,2567.9465
NSW,2032,Losses,Distribution losses,Fast change,2512.1514
NSW,2032,Losses,Distribution losses,High DER,2345.2683
NSW,2032,Losses,Distribution losses,Slow change,2473.55
NSW,2032,Losses,Distribution losses,Step change,2466.6113
NSW,2032,Losses,Transmission losses,Central,1498.8129
NSW,2032,Losses,Transmission losses,Fast change,1467.7618
NSW,2032,Losses,Transmission losses,High DER,1381.4404
NSW,2032,Losses,Transmission losses,Slow change,1243.842
NSW,2032,Losses,Transmission losses,Step change,1440.4172
NSW,2032,Native,Native,Central,68318.8
NSW,2032,Native,Native,Fast change,67323.23
NSW,2032,Native,Native,High DER,63792.906
NSW,2032,Native,Native,Slow change,56813.97
NSW,2032,Native,Native,Step change,67060.2
NSW,2032,Operational,,Central,65418.293
NSW,2032,Operational,,Fast change,64062.35
NSW,2032,Operational,,High DER,60292.86
NSW,2032,Operational,,Slow change,54288.574
NSW,2032,Operational,,Step change,62863.215
NSW,2032,PriceImpact,,Central,267.9583
NSW,2032,PriceImpact,,Fast change,267.9583
NSW,2032,PriceImpact,,High DER,267.9583
NSW,2032,PriceImpact,,Slow change,592.80524
NSW,2032,PriceImpact,,Step change,7.3497424
NSW,2032,Residential,Res grid demand,Central,19495.658
NSW,2032,Residential,Res grid demand,Fast change,18107.898
NSW,2032,Residential,Res grid demand,High DER,16151.577
NSW,2032,Residential,Res grid demand,Slow change,19131.715
NSW,2032,Residential,Res grid demand,Step change,17355.875
NSW,2032,Residential,Residential SNSG offset,Central,-902.0109
NSW,2032,Residential,Residential SNSG offset,Fast change,-970.1061
NSW,2032,Residential,Residential SNSG offset,High DER,-981.6153
NSW,2032,Residential,Residential SNSG offset,Slow change,-918.0071
NSW,2032,Residential,Residential SNSG offset,Step change,-1239.1842
NSW,2032,RooftopPV,Business,Central,1249.8163
NSW,2032,RooftopPV,Business,Fast change,1684.9893
NSW,2032,RooftopPV,Business,High DER,3005.7876
NSW,2032,RooftopPV,Business,Slow change,1013.2408
NSW,2032,RooftopPV,Business,Step change,2255.5874
NSW,2032,RooftopPV,Residential,Central,3427.5337
NSW,2032,RooftopPV,Residential,Fast change,5161.8145
NSW,2032,RooftopPV,Residential,High DER,7606.716
NSW,2032,RooftopPV,Residential,Slow change,2526.751
NSW,2032,RooftopPV,Residential,Step change,7447.1206
NSW,2032,SmallNonScheduledGeneration,ONSG generation,Central,1893.4163
NSW,2032,SmallNonScheduledGeneration,ONSG generation,Fast change,1893.4163
NSW,2032,SmallNonScheduledGeneration,ONSG generation,High DER,1893.4163
NSW,2032,SmallNonScheduledGeneration,ONSG generation,Slow change,1634.798
NSW,2032,SmallNonScheduledGeneration,ONSG generation,Step change,2191.6514
NSW,2032,SmallNonScheduledGeneration,PVNSG generation,Central,1007.084
NSW,2032,SmallNonScheduledGeneration,PVNSG generation,Fast change,1367.4602
NSW,2032,SmallNonScheduledGeneration,PVNSG generation,High DER,1606.6307
NSW,2032,SmallNonScheduledGeneration,PVNSG generation,Slow change,890.5989
NSW,2032,SmallNonScheduledGeneration,PVNSG generation,Step change,2005.3345
QLD,2032,AuxiliaryLoads,,Central,3082.3987
QLD,2032,AuxiliaryLoads,,Slow change,2513.4966
QLD,2032,AuxiliaryLoads,,Step change,2097.3984
QLD,2032,Business,Business SNSG offset,Central,-2960.2676
QLD,2032,Business,Business SNSG offset,Fast change,-3021.7148
QLD,2032,Business,Business SNSG offset,High DER,-2372.8042
QLD,2032,Business,Business SNSG offset,Slow change,-2344.3867
QLD,2032,Business,Business SNSG offset,Step change,-3259.0923
QLD,2032,Business,CSG,Central,6685.3296
QLD,2032,Business,CSG,Fast change,6685.3296
QLD,2032,Business,CSG,High DER,6685.3296
QLD,2032,Business,CSG,Slow change,4259.7026
QLD,2032,Business,CSG,Step change,7048.6016
QLD,2032,Business,Large industrial loads,Central,12903.7295
QLD,2032,Business,Large industrial loads,Fast change,12903.7295
QLD,2032,Business,Large industrial loads,High DER,12903.7295
QLD,2032,Business,Large industrial loads,Slow change,5612.0063
QLD,2032,Business,Large industrial loads,Step change,13105.877
QLD,2032,Business,Small to medium enterprises,Central,21918.16
QLD,2032,Business,Small to medium enterprises,Fast change,21426.115
QLD,2032,Business,Small to medium enterprises,High DER,20396.96
QLD,2032,Business,Small to medium enterprises,Slow change,20247.668
QLD,2032,Business,Small to medium enterprises,Step change,21897.146
QLD,2032,ElectricVehicles,EV Load,Central,836.4663
QLD,2032,ElectricVehicles,EV Load,Fast change,1673.5968
QLD,2032,ElectricVehicles,EV Load,High DER,1673.5968
QLD,2032,ElectricVehicles,EV Load,Slow change,222.19121
QLD,2032,ElectricVehicles,EV Load,Step change,2689.1655
QLD,2032,EnergyEfficiency,Business,Central,2797.105
QLD,2032,EnergyEfficiency,Business,Fast change,2797.105
QLD,2032,EnergyEfficiency,Business,High DER,2797.105
QLD,2032,EnergyEfficiency,Business,Slow change,2294.9604
QLD,2032,EnergyEfficiency,Business,Step change,4049.4033
QLD,2032,EnergyEfficiency,Residential,Central,1807.4891
QLD,2032,EnergyEfficiency,Residential,Fast change,1807.4891
QLD,2032,EnergyEfficiency,Residential,High DER,1807.4891
QLD,2032,EnergyEfficiency,Residential,Slow change,1646.5612
QLD,2032,EnergyEfficiency,Residential,Step change,2075.8645
QLD,2032,Losses,Distribution losses,Central,1707.6937
QLD,2032,Losses,Distribution losses,Fast change,1671.1711
QLD,2032,Losses,Distribution losses,High DER,1647.5237
QLD,2032,Losses,Distribution losses,Slow change,1600.7554
QLD,2032,Losses,Distribution losses,Step change,1725.9583
QLD,2032,Losses,Transmission losses,Central,1354.2216
QLD,2032,Losses,Transmission losses,Fast change,1334.0979
QLD,2032,Losses,Transmission losses,High DER,1328.2534
QLD,2032,Losses,Transmission losses,Slow change,1046.735
QLD,2032,Losses,Transmission losses,Step change,1376.5048
QLD,2032,Native,Native,Central,56410.402
QLD,2032,Native,Native,Fast change,55630.312
QLD,2032,Native,Native,High DER,54589.363
QLD,2032,Native,Native,Slow change,43925.11
QLD,2032,Native,Native,Step change,57538.47
QLD,2032,Operational,,Central,52514.598
QLD,2032,Operational,,Fast change,51734.008
QLD,2032,Operational,,High DER,51507.3
QLD,2032,Operational,,Slow change,40589.28
QLD,2032,Operational,,Step change,53376.668
QLD,2032,PriceImpact,,Central,229.84447
QLD,2032,PriceImpact,,Fast change,229.84448
QLD,2032,PriceImpact,,High DER,229.84447
QLD,2032,PriceImpact,,Slow change,301.84427
QLD,2032,PriceImpact,,Step change,64.75274
QLD,2032,Residential,Res grid demand,Central,11004.804
QLD,2032,Residential,Res grid demand,Fast change,9936.271
QLD,2032,Residential,Res grid demand,High DER,9953.972
QLD,2032,Residential,Res grid demand,Slow change,10936.051
QLD,2032,Residential,Res grid demand,Step change,9695.217
QLD,2032,Residential,Residential SNSG offset,Central,-935.537
QLD,2032,Residential,Residential SNSG offset,Fast change,-874.5911
QLD,2032,Residential,Residential SNSG offset,High DER,-709.2594
QLD,2032,Residential,Residential SNSG offset,Slow change,-991.4407
QLD,2032,Residential,Residential SNSG offset,Step change,-902.7108
QLD,2032,RooftopPV,Business,Central,1060.5405
QLD,2032,RooftopPV,Business,Fast change,1552.5839
QLD,2032,RooftopPV,Business,High DER,2581.74
QLD,2032,RooftopPV,Business,Slow change,866.3547
QLD,2032,RooftopPV,Business,Step change,1996.3975
QLD,2032,RooftopPV,Residential,Central,5155.669
QLD,2032,RooftopPV,Residential,Fast change,6493.715
QLD,2032,RooftopPV,Residential,High DER,6473.4214
QLD,2032,RooftopPV,Residential,Slow change,4069.9888
QLD,2032,RooftopPV,Residential,Step change,8180.544
TAS,2032,AuxiliaryLoads,,Central,115.74497
TAS,2032,AuxiliaryLoads,,Slow change,98.24054
QLD,2032,SmallNonScheduledGeneration,ONSG generation,Central,1774.347
QLD,2032,SmallNonScheduledGeneration,ONSG generation,Fast change,1774.347
QLD,2032,SmallNonScheduledGeneration,ONSG generation,High DER,1774.347
QLD,2032,SmallNonScheduledGeneration,ONSG generation,Slow change,1541.4565
QLD,2032,SmallNonScheduledGeneration,ONSG generation,Step change,2039.5662
QLD,2032,SmallNonScheduledGeneration,PVNSG generation,Central,2121.4575
QLD,2032,SmallNonScheduledGeneration,PVNSG generation,Fast change,2121.959
QLD,2032,SmallNonScheduledGeneration,PVNSG generation,High DER,1307.7166
QLD,2032,SmallNonScheduledGeneration,PVNSG generation,Slow change,1794.3708
QLD,2032,SmallNonScheduledGeneration,PVNSG generation,Step change,2122.237
SA,2032,AuxiliaryLoads,,Central,385.08844
SA,2032,AuxiliaryLoads,,Slow change,340.1459
SA,2032,AuxiliaryLoads,,Step change,664.9902
SA,2032,Business,Business SNSG offset,Central,-165.74316
SA,2032,Business,Business SNSG offset,Fast change,-299.31805
SA,2032,Business,Business SNSG offset,High DER,-424.6039
SA,2032,Business,Business SNSG offset,Slow change,-127.767975
SA,2032,Business,Business SNSG offset,Step change,-550.26624
SA,2032,Business,Large industrial loads,Central,3559.9507
SA,2032,Business,Large industrial loads,Fast change,3559.9507
SA,2032,Business,Large industrial loads,High DER,3559.9507
SA,2032,Business,Large industrial loads,Slow change,3538.1401
SA,2032,Business,Large industrial loads,Step change,3579.843
SA,2032,Business,Small to medium enterprises,Central,5740.9
SA,2032,Business,Small to medium enterprises,Fast change,5598.8716
SA,2032,Business,Small to medium enterprises,High DER,5232.2144
SA,2032,Business,Small to medium enterprises,Slow change,5433.486
SA,2032,Business,Small to medium enterprises,Step change,5082.572
SA,2032,ElectricVehicles,EV Load,Central,256.0312
SA,2032,ElectricVehicles,EV Load,Fast change,415.88907
SA,2032,ElectricVehicles,EV Load,High DER,415.88907
SA,2032,ElectricVehicles,EV Load,Slow change,79.12692
SA,2032,ElectricVehicles,EV Load,Step change,718.34595
SA,2032,EnergyEfficiency,Business,Central,505.3965
SA,2032,EnergyEfficiency,Business,Fast change,505.3965
SA,2032,EnergyEfficiency,Business,High DER,505.3965
SA,2032,EnergyEfficiency,Business,Slow change,402.71112
SA,2032,EnergyEfficiency,Business,Step change,1041.3053
SA,2032,EnergyEfficiency,Residential,Central,628.70856
SA,2032,EnergyEfficiency,Residential,Fast change,628.70856
SA,2032,EnergyEfficiency,Residential,High DER,628.70856
SA,2032,EnergyEfficiency,Residential,Slow change,558.99896
SA,2032,EnergyEfficiency,Residential,Step change,753.3876
SA,2032,Losses,Distribution losses,Central,662.67993
SA,2032,Losses,Distribution losses,Fast change,637.29694
SA,2032,Losses,Distribution losses,High DER,569.3057
SA,2032,Losses,Distribution losses,Slow change,632.5872
SA,2032,Losses,Distribution losses,Step change,591.0315
SA,2032,Losses,Transmission losses,Central,347.1636
SA,2032,Losses,Transmission losses,Fast change,335.27643
SA,2032,Losses,Transmission losses,High DER,306.19687
SA,2032,Losses,Transmission losses,Slow change,335.2848
SA,2032,Losses,Transmission losses,Step change,314.0794
SA,2032,Native,Native,Central,13477.186
SA,2032,Native,Native,Fast change,13191.285
SA,2032,Native,Native,High DER,12222.809
SA,2032,Native,Native,Slow change,12975.76
SA,2032,Native,Native,Step change,12699.551
SA,2032,Operational,,Central,13259.578
SA,2032,Operational,,Fast change,12805.56
SA,2032,Operational,,High DER,11694.893
SA,2032,Operational,,Slow change,12805.878
SA,2032,Operational,,Step change,11995.96
