region,year,category,subcategory,scenario,annual_consumption
SA,2032,PriceImpact,,Central,229.33997
SA,2032,PriceImpact,,Fast change,229.33997
SA,2032,PriceImpact,,High DER,229.33997
SA,2032,PriceImpact,,Slow change,336.61432
SA,2032,PriceImpact,,Step change,45.42618
SA,2032,Residential,Res grid demand,Central,2910.4607
SA,2032,Residential,Res grid demand,Fast change,2644.001
SA,2032,Residential,Res grid demand,High DER,2139.2522
SA,2032,Residential,Res grid demand,Slow change,2957.1345
SA,2032,Residential,Res grid demand,Step change,2413.6794
SA,2032,Residential,Residential SNSG offset,Central,-51.865036
SA,2032,Residential,Residential SNSG offset,Fast change,-86.40819
SA,2032,Residential,Residential SNSG offset,High DER,-103.31185
SA,2032,Residential,Residential SNSG offset,Slow change,-42.113556
SA,2032,Residential,Residential SNSG offset,Step change,-153.32518
SA,2032,RooftopPV,Business,Central,457.89038
SA,2032,RooftopPV,Business,Fast change,599.91895
SA,2032,RooftopPV,Business,High DER,966.57623
SA,2032,RooftopPV,Business,Slow change,586.97797
SA,2032,RooftopPV,Business,Step change,680.115
SA,2032,RooftopPV,Residential,Central,1490.1807
SA,2032,RooftopPV,Residential,Fast change,1822.9731
SA,2032,RooftopPV,Residential,High DER,2453.6287
SA,2032,RooftopPV,Residential,Slow change,1245.2499
SA,2032,RooftopPV,Residential,Step change,2237.2632
SA,2032,SmallNonScheduledGeneration,ONSG generation,Central,94.11762
SA,2032,SmallNonScheduledGeneration,ONSG generation,Fast change,94.11762
SA,2032,SmallNonScheduledGeneration,ONSG generation,High DER,94.11762
SA,2032,SmallNonScheduledGeneration,ONSG generation,Slow change,81.76429
SA,2032,SmallNonScheduledGeneration,ONSG generation,Step change,108.18578
SA,2032,SmallNonScheduledGeneration,PVNSG generation,Central,123.49057
SA,2032,SmallNonScheduledGeneration,PVNSG generation,Fast change,291.6086
SA,2032,SmallNonScheduledGeneration,PVNSG generation,High DER,433.79813
SA,2032,SmallNonScheduledGeneration,PVNSG generation,Slow change,88.11724
SA,2032,SmallNonScheduledGeneration,PVNSG generation,Step change,595.40564
TAS,2032,AuxiliaryLoads,,Step change,137.29863
TAS,2032,Business,Business SNSG offset,Central,-382.9299
TAS,2032,Business,Business SNSG offset,Fast change,-385.3791
TAS,2032,Business,Business SNSG offset,High DER,-403.13715
TAS,2032,Business,Business SNSG offset,Slow change,-323.0178
TAS,2032,Business,Business SNSG offset,Step change,-438.90836
TAS,2032,Business,Large industrial loads,Central,6671.379
TAS,2032,Business,Large industrial loads,Fast change,6671.379
TAS,2032,Business,Large industrial loads,High DER,6671.379
TAS,2032,Business,Large industrial loads,Slow change,5078.208
TAS,2032,Business,Large industrial loads,Step change,6530.2104
TAS,2032,Business,Small to medium enterprises,Central,1581.528
TAS,2032,Business,Small to medium enterprises,Fast change,1568.127
TAS,2032,Business,Small to medium enterprises,High DER,1419.6509
TAS,2032,Business,Small to medium enterprises,Slow change,1522.4224
TAS,2032,Business,Small to medium enterprises,Step change,1508.4176
TAS,2032,ElectricVehicles,EV Load,Central,51.051952
TAS,2032,ElectricVehicles,EV Load,Fast change,133.61382
TAS,2032,ElectricVehicles,EV Load,High DER,133.61382
TAS,2032,ElectricVehicles,EV Load,Slow change,12.060127
TAS,2032,ElectricVehicles,EV Load,Step change,209.39845
TAS,2032,EnergyEfficiency,Business,Central,205.87932
TAS,2032,EnergyEfficiency,Business,Fast change,205.87932
TAS,2032,EnergyEfficiency,Business,High DER,205.87932
TAS,2032,EnergyEfficiency,Business,Slow change,174.09459
TAS,2032,EnergyEfficiency,Business,Step change,309.61557
TAS,2032,EnergyEfficiency,Residential,Central,339.04233
TAS,2032,EnergyEfficiency,Residential,Fast change,339.04233
TAS,2032,EnergyEfficiency,Residential,High DER,339.04233
TAS,2032,EnergyEfficiency,Residential,Slow change,324.65485
TAS,2032,EnergyEfficiency,Residential,Step change,369.3853
TAS,2032,Losses,Distribution losses,Central,217.13657
TAS,2032,Losses,Distribution losses,Fast change,217.36261
TAS,2032,Losses,Distribution losses,High DER,209.48325
TAS,2032,Losses,Distribution losses,Slow change,207.87674
TAS,2032,Losses,Distribution losses,Step change,219.08322
TAS,2032,Losses,Transmission losses,Central,245.65144
TAS,2032,Losses,Transmission losses,Fast change,245.75725
TAS,2032,Losses,Transmission losses,High DER,241.86359
TAS,2032,Losses,Transmission losses,Slow change,202.54765
TAS,2032,Losses,Transmission losses,Step change,242.08076
TAS,2032,Native,Native,Central,10439.328
TAS,2032,Native,Native,Fast change,10443.709
TAS,2032,Native,Native,High DER,10307.331
TAS,2032,Native,Native,Slow change,8623.41
TAS,2032,Native,Native,Step change,10340.339
TAS,2032,Operational,,Central,9978.791
TAS,2032,Operational,,Fast change,9983.1455
TAS,2032,Operational,,High DER,9822.912
TAS,2032,Operational,,Slow change,8222.078
TAS,2032,Operational,,Step change,9812.37
TAS,2032,PriceImpact,,Central,70.23469
TAS,2032,PriceImpact,,Fast change,70.23469
TAS,2032,PriceImpact,,High DER,70.23469
TAS,2032,PriceImpact,,Slow change,98.986824
TAS,2032,PriceImpact,,Step change,7.29398
TAS,2032,Residential,Res grid demand,Central,1672.5813
TAS,2032,Residential,Res grid demand,Fast change,1607.4697
TAS,2032,Residential,Res grid demand,High DER,1631.3412
TAS,2032,Residential,Res grid demand,Slow change,1600.2948
TAS,2032,Residential,Res grid demand,Step change,1631.1484
TAS,2032,Residential,Residential SNSG offset,Central,-77.606766
TAS,2032,Residential,Residential SNSG offset,Fast change,-75.18476
TAS,2032,Residential,Residential SNSG offset,High DER,-81.2819
TAS,2032,Residential,Residential SNSG offset,Slow change,-78.31429
TAS,2032,Residential,Residential SNSG offset,Step change,-89.060555
TAS,2032,RooftopPV,Business,Central,41.30842
TAS,2032,RooftopPV,Business,Fast change,54.709435
TAS,2032,RooftopPV,Business,High DER,203.1855
TAS,2032,RooftopPV,Business,Slow change,45.166782
TAS,2032,RooftopPV,Business,Step change,72.17563
TAS,2032,RooftopPV,Residential,Central,198.97574
TAS,2032,RooftopPV,Residential,Fast change,279.96954
TAS,2032,RooftopPV,Residential,High DER,250.37534
TAS,2032,RooftopPV,Residential,Slow change,163.65129
TAS,2032,RooftopPV,Residential,Step change,404.25027
TAS,2032,SmallNonScheduledGeneration,ONSG generation,Central,450.87494
TAS,2032,SmallNonScheduledGeneration,ONSG generation,Fast change,450.87494
TAS,2032,SmallNonScheduledGeneration,ONSG generation,High DER,450.87494
TAS,2032,SmallNonScheduledGeneration,ONSG generation,Slow change,391.6957
TAS,2032,SmallNonScheduledGeneration,ONSG generation,Step change,518.2691
TAS,2032,SmallNonScheduledGeneration,PVNSG generation,Central,9.66174
TAS,2032,SmallNonScheduledGeneration,PVNSG generation,Fast change,9.688923
TAS,2032,SmallNonScheduledGeneration,PVNSG generation,High DER,33.544125
TAS,2032,SmallNonScheduledGeneration,PVNSG generation,Slow change,9.636371
TAS,2032,SmallNonScheduledGeneration,PVNSG generation,Step change,9.699793
VIC,2032,AuxiliaryLoads,,Central,2699.1157
VIC,2032,AuxiliaryLoads,,Slow change,1940.2384
VIC,2032,AuxiliaryLoads,,Step change,1382.0363
VIC,2032,Business,Business SNSG offset,Central,-1399.692
VIC,2032,Business,Large industrial loads,Central,6265.575
VIC,2032,Business,Small to medium enterprises,Central,21949.01
VIC,2032,Business,Business SNSG offset,Fast change,-1474.618
VIC,2032,Business,Large industrial loads,Fast change,6265.575
VIC,2032,Business,Small to medium enterprises,Fast change,21646.545
VIC,2032,Business,Business SNSG offset,High DER,-1278.4045
VIC,2032,Business,Large industrial loads,High DER,6265.575
VIC,2032,Business,Small to medium enterprises,High DER,20632.68
VIC,2032,Business,Business SNSG offset,Slow change,-1081.1411
VIC,2032,Business,Large industrial loads,Slow change,1866.5626
VIC,2032,Business,Small to medium enterprises,Slow change,20994.637
VIC,2032,Business,Business SNSG offset,Step change,-1627.2074
VIC,2032,Business,Large industrial loads,Step change,6269.8203
VIC,2032,Business,Small to medium enterprises,Step change,20338.64
VIC,2032,ElectricVehicles,EV Load,Central,1367.0273
VIC,2032,ElectricVehicles,EV Load,Fast change,2068.61
VIC,2032,ElectricVehicles,EV Load,High DER,2068.61
VIC,2032,ElectricVehicles,EV Load,Slow change,412.1349
VIC,2032,ElectricVehicles,EV Load,Step change,3708.1853
VIC,2032,EnergyEfficiency,Business,Central,3584.5461
VIC,2032,EnergyEfficiency,Residential,Central,2233.9004
VIC,2032,EnergyEfficiency,Business,Fast change,3584.5461
VIC,2032,EnergyEfficiency,Residential,Fast change,2233.9004
VIC,2032,EnergyEfficiency,Business,High DER,3584.5461
VIC,2032,EnergyEfficiency,Residential,High DER,2233.9004
VIC,2032,EnergyEfficiency,Business,Slow change,2975.5415
VIC,2032,EnergyEfficiency,Residential,Slow change,2043.4033
VIC,2032,EnergyEfficiency,Business,Step change,5439.209
VIC,2032,EnergyEfficiency,Residential,Step change,2518.2637
VIC,2032,Losses,Distribution losses,Central,1837.0244
VIC,2032,Losses,Transmission losses,Central,1100.2644
VIC,2032,Losses,Distribution losses,Fast change,1797.014
VIC,2032,Losses,Transmission losses,Fast change,1078.7926
VIC,2032,Losses,Distribution losses,High DER,1705.587
VIC,2032,Losses,Transmission losses,High DER,1033.4476
VIC,2032,Losses,Distribution losses,Slow change,1714.8369
VIC,2032,Losses,Transmission losses,Slow change,922.7952
VIC,2032,Losses,Distribution losses,Step change,1762.1483
VIC,2032,Losses,Transmission losses,Step change,1058.9026
VIC,2032,Native,Native,Central,44009.64
VIC,2032,Native,Native,Fast change,43242.62
VIC,2032,Native,Native,High DER,41216.746
VIC,2032,Native,Native,Slow change,36857.527
VIC,2032,Native,Native,Step change,42667.688
VIC,2032,Operational,,Central,42039.906
VIC,2032,Operational,,Fast change,41219.3
VIC,2032,Operational,,High DER,39486.316
VIC,2032,Operational,,Slow change,35258.707
VIC,2032,Operational,,Step change,40457.684
VIC,2032,PriceImpact,,Central,928.01306
VIC,2032,PriceImpact,,Fast change,928.01306
VIC,2032,PriceImpact,,High DER,928.01306
VIC,2032,PriceImpact,,Slow change,1013.2732
VIC,2032,PriceImpact,,Step change,202.11191
VIC,2032,Residential,Res grid demand,Central,11490.74
VIC,2032,Residential,Residential SNSG offset,Central,-570.042
VIC,2032,Residential,Res grid demand,Fast change,10386.087
VIC,2032,Residential,Residential SNSG offset,Fast change,-548.7047
VIC,2032,Residential,Res grid demand,High DER,9510.848
VIC,2032,Residential,Residential SNSG offset,High DER,-452.026
VIC,2032,Residential,Res grid demand,Slow change,10946.5625
VIC,2032,Residential,Residential SNSG offset,Slow change,-517.6797
VIC,2032,Residential,Res grid demand,Step change,9529.988
VIC,2032,Residential,Residential SNSG offset,Step change,-582.7946
VIC,2032,RooftopPV,Business,Central,873.3765
VIC,2032,RooftopPV,Residential,Central,2977.538
VIC,2032,RooftopPV,Business,Fast change,1175.8417
VIC,2032,RooftopPV,Residential,Fast change,4357.171
VIC,2032,RooftopPV,Business,High DER,2189.7056
VIC,2032,RooftopPV,Residential,High DER,5450.84
VIC,2032,RooftopPV,Business,Slow change,741.54834
VIC,2032,RooftopPV,Residential,Slow change,2429.6743
VIC,2032,RooftopPV,Business,Step change,1560.3287
VIC,2032,RooftopPV,Residential,Step change,6799.205
VIC,2032,SmallNonScheduledGeneration,ONSG generation,Central,1271.3306
VIC,2032,SmallNonScheduledGeneration,PVNSG generation,Central,698.40344
VIC,2032,SmallNonScheduledGeneration,ONSG generation,Fast change,1271.3306
VIC,2032,SmallNonScheduledGeneration,PVNSG generation,Fast change,751.9922
VIC,2032,SmallNonScheduledGeneration,ONSG generation,High DER,1271.3306
VIC,2032,SmallNonScheduledGeneration,PVNSG generation,High DER,459.09995
VIC,2032,SmallNonScheduledGeneration,ONSG generation,Slow change,1104.4631
VIC,2032,SmallNonScheduledGeneration,PVNSG generation,Slow change,494.35767
VIC,2032,SmallNonScheduledGeneration,ONSG generation,Step change,1461.3617
VIC,2032,SmallNonScheduledGeneration,PVNSG generation,Step change,748.6403
NEM,2033,AuxiliaryLoads,,Central,7766.2314
NEM,2033,AuxiliaryLoads,,Slow change,5953.022
NEM,2033,AuxiliaryLoads,,Step change,5560.611
NEM,2033,Business,Business SNSG offset,Central,-7108.7114
NEM,2033,Business,Business SNSG offset,Fast change,-7676.9814
NEM,2033,Business,Business SNSG offset,High DER,-7326.0264
NEM,2033,Business,Business SNSG offset,Slow change,-5661.4795
NEM,2033,Business,Business SNSG offset,Step change,-9193.428
NEM,2033,Business,CSG,Central,6676.216
NEM,2033,Business,CSG,Fast change,6676.216
NEM,2033,Business,CSG,High DER,6676.216
NEM,2033,Business,CSG,Slow change,3728.808
NEM,2033,Business,CSG,Step change,7048.6016
NEM,2033,Business,Large industrial loads,Central,43537.49
NEM,2033,Business,Large industrial loads,Fast change,43537.49
NEM,2033,Business,Large industrial loads,High DER,43537.49
NEM,2033,Business,Large industrial loads,Slow change,21363.785
NEM,2033,Business,Large industrial loads,Step change,43662.062
NEM,2033,Business,Small to medium enterprises,Central,80367.555
NEM,2033,Business,Small to medium enterprises,Fast change,78983.83
NEM,2033,Business,Small to medium enterprises,High DER,74947.83
NEM,2033,Business,Small to medium enterprises,Slow change,76696.836
NEM,2033,Business,Small to medium enterprises,Step change,76020.94
NEM,2033,ElectricVehicles,EV Load,Central,5057.882
NEM,2033,ElectricVehicles,EV Load,Fast change,8143.759
NEM,2033,ElectricVehicles,EV Load,High DER,8143.759
NEM,2033,ElectricVehicles,EV Load,Slow change,1668.6887
NEM,2033,ElectricVehicles,EV Load,Step change,14027.944
NEM,2033,EnergyEfficiency,Business,Central,12383.586
NEM,2033,EnergyEfficiency,Business,Fast change,12383.586
NEM,2033,EnergyEfficiency,Business,High DER,12383.586
NEM,2033,EnergyEfficiency,Business,Slow change,10294.033
NEM,2033,EnergyEfficiency,Business,Step change,19309.822
NEM,2033,EnergyEfficiency,Residential,Central,8513.998
NEM,2033,EnergyEfficiency,Residential,Fast change,8513.998
NEM,2033,EnergyEfficiency,Residential,High DER,8513.998
NEM,2033,EnergyEfficiency,Residential,Slow change,7613.764
NEM,2033,EnergyEfficiency,Residential,Step change,9899.158
NEM,2033,Losses,Distribution losses,Central,7048.7163
NEM,2033,Losses,Distribution losses,Fast change,6911.895
NEM,2033,Losses,Distribution losses,High DER,6507.506
NEM,2033,Losses,Distribution losses,Slow change,6643.449
NEM,2033,Losses,Distribution losses,Step change,6864.021
NEM,2033,Losses,Transmission losses,Central,4572.9443
NEM,2033,Losses,Transmission losses,Fast change,4499.169
NEM,2033,Losses,Transmission losses,High DER,4303.836
NEM,2033,Losses,Transmission losses,Slow change,3743.1003
NEM,2033,Losses,Transmission losses,Step change,4480.577
NEM,2033,Native,Native,Central,194041.58
NEM,2033,Native,Native,Fast change,191644.02
NEM,2033,Native,Native,High DER,183054.81
NEM,2033,Native,Native,Slow change,159147.83
NEM,2033,Native,Native,Step change,192738.1
NEM,2033,Operational,,Central,184313.67
NEM,2033,Operational,,Fast change,181333.5
NEM,2033,Operational,,High DER,173312.17
NEM,2033,Operational,,Slow change,150877.97
NEM,2033,Operational,,Step change,180453.5
NEM,2033,PriceImpact,,Central,1514.2212
NEM,2033,PriceImpact,,Fast change,1514.2212
NEM,2033,PriceImpact,,High DER,1514.2212
NEM,2033,PriceImpact,,Slow change,2251.4302
NEM,2033,PriceImpact,,Step change,310.97177
NEM,2033,Residential,Res grid demand,Central,46780.773
NEM,2033,Residential,Res grid demand,Fast change,42891.656
NEM,2033,Residential,Res grid demand,High DER,38938.188
NEM,2033,Residential,Res grid demand,Slow change,45303.16
NEM,2033,Residential,Res grid demand,Step change,40633.953
NEM,2033,Residential,Residential SNSG offset,Central,-2619.1877
NEM,2033,Residential,Residential SNSG offset,Fast change,-2633.5293
NEM,2033,Residential,Residential SNSG offset,High DER,-2416.614
NEM,2033,Residential,Residential SNSG offset,Slow change,-2608.3777
NEM,2033,Residential,Residential SNSG offset,Step change,-3091.1672
NEM,2033,RooftopPV,Business,Central,3836.482
NEM,2033,RooftopPV,Business,Fast change,5220.2056
NEM,2033,RooftopPV,Business,High DER,9256.211
NEM,2033,RooftopPV,Business,Slow change,3310.688
NEM,2033,RooftopPV,Business,Step change,6653.057
NEM,2033,RooftopPV,Residential,Central,13514.531
NEM,2033,RooftopPV,Residential,Fast change,18376.016
NEM,2033,RooftopPV,Residential,High DER,23318.926
NEM,2033,RooftopPV,Residential,Slow change,10926.458
NEM,2033,RooftopPV,Residential,Step change,26029.844
NEM,2033,SmallNonScheduledGeneration,ONSG generation,Central,5511.045
NEM,2033,SmallNonScheduledGeneration,ONSG generation,Fast change,5511.045
NEM,2033,SmallNonScheduledGeneration,ONSG generation,High DER,5511.045
NEM,2033,SmallNonScheduledGeneration,ONSG generation,Slow change,4729.189
NEM,2033,SmallNonScheduledGeneration,ONSG generation,Step change,6414.659
NEM,2033,SmallNonScheduledGeneration,PVNSG generation,Central,4216.854
NEM,2033,SmallNonScheduledGeneration,PVNSG generation,Fast change,4799.466
NEM,2033,SmallNonScheduledGeneration,PVNSG generation,High DER,4231.595
NEM,2033,SmallNonScheduledGeneration,PVNSG generation,Slow change,3540.668
NEM,2033,SmallNonScheduledGeneration,PVNSG generation,Step change,5869.9355
NSW,2033,AuxiliaryLoads,,Central,2201.3623
NSW,2033,AuxiliaryLoads,,Slow change,1706.7571
NSW,2033,AuxiliaryLoads,,Step change,1644.4926
NSW,2033,Business,Business SNSG offset,Central,-2042.0275
NSW,2033,Business,Business SNSG offset,Fast change,-2334.8325
NSW,2033,Business,Business SNSG offset,High DER,-2726.1545
NSW,2033,Business,Business SNSG offset,Slow change,-1643.825
NSW,2033,Business,Business SNSG offset,Step change,-3084.1187
NSW,2033,Business,Large industrial loads,Central,14169.034
NSW,2033,Business,Large industrial loads,Fast change,14169.034
NSW,2033,Business,Large industrial loads,High DER,14169.034
NSW,2033,Business,Large industrial loads,Slow change,5238.8184
