ConsumerUnit,Time (month),Consumption (MWh),Tariff (c/KWh),Wholesale ($/MWh),GHG Emissions (tCO2-e),Number of Domestic Consumers (households)
1,1937-07-01,1.6672453386000002E7,47.5,0.0,37196.212944519735,313368.0,69.0
1,1937-08-01,1.6025647934999999E7,47.5,0.0,35753.1882146596,314361.0,69.0
1,1937-09-01,1.4725017957E7,47.5,0.0,32851.48716713346,315354.0,68.0
1,1937-10-01,1.5397940711999997E7,47.5,0.0,34352.77466641199,316347.0,68.0
1,1937-11-01,1.4780629493999997E7,47.5,0.0,32975.554584347665,317340.0,68.0
1,1937-12-01,1.4764731776999999E7,47.5,0.0,32940.089531584505,318333.0,68.0
1,1938-01-01,1.6535330745E7,47.5,0.0,37446.888624560765,319328.0,68.0
1,1938-02-01,1.7575992693E7,47.5,0.0,39803.63326206117,320216.0,68.0
1,1938-03-01,1.6709230281E7,47.5,0.0,37840.705645275324,321104.0,68.0
1,1938-04-01,1.6601453529E7,47.5,0.0,37596.63011407742,321992.0,68.0
1,1938-05-01,1.742096331E7,47.5,0.0,39452.53812322219,322880.0,66.0
1,1938-06-01,1.7405315334E7,47.5,0.0,36134.44597088752,323768.0,66.0
1,1938-07-01,1.8638293119000003E7,47.5,0.0,38694.180640126506,324656.0,66.0
1,1938-08-01,1.7762952207E7,47.5,0.0,36876.919808260616,325544.0,66.0
1,1938-09-01,1.6433371764E7,47.5,0.0,34116.63565449318,326432.0,66.0
1,1938-10-01,1.6728690026999997E7,47.5,0.0,34729.73149023167,327320.0,66.0
1,1938-11-01,1.5944483943E7,47.5,0.0,33101.67120239238,328208.0,66.0
1,1938-12-01,1.7309476908E7,47.5,0.0,35935.47982981066,329096.0,66.0
1,1939-01-01,1.8689992755E7,42.54999923706055,0.0,39493.35273327159,329993.0,66.0
1,1939-02-01,1.917751629E7,42.54999923706055,0.0,40523.527608704244,330946.0,66.0
1,1939-03-01,1.7711629449E7,42.54999923706055,0.0,37425.99570783028,331899.0,66.0
1,1939-04-01,1.7516338196999997E7,42.54999923706055,0.0,35547.77762577864,332852.0,66.0
1,1939-05-01,1.8594002829E7,42.54999923706055,0.0,37734.802237711934,333805.0,66.0
1,1939-06-01,1.9016030397E7,42.54999923706055,0.0,38591.266832061505,334758.0,66.0
1,1939-07-01,1.9445228424E7,42.54999923706055,0.0,39462.28076466398,335711.0,66.0
1,1939-08-01,1.9149896184E7,42.54999923706055,0.0,38862.93147857626,336664.0,66.0
1,1939-09-01,1.788192816E7,42.54999923706055,0.0,36289.708419805356,337617.0,66.0
1,1939-10-01,1.7703865158E7,42.54999923706055,0.0,35928.349398252954,338570.0,66.0
1,1939-11-01,1.7554307859E7,42.54999923706055,0.0,35624.836755924516,339523.0,66.0
1,1939-12-01,1.9835203793999996E7,42.54999923706055,0.0,40253.69703428139,340476.0,66.0
1,1940-01-01,2.0162890857E7,40.25,0.0,41865.30979055002,341429.0,66.0
1,1940-02-01,1.9951119783000004E7,40.25,0.0,41425.59171293737,342608.0,66.0
1,1940-03-01,2.0570363192999996E7,40.25,0.0,42711.36423607168,343787.0,66.0
1,1940-04-01,1.9221750012E7,40.25,0.0,39911.16052460638,344966.0,66.0
1,1940-05-01,2.1005349995999996E7,40.25,0.0,43614.54970261735,346145.0,61.0
1,1940-06-01,2.1832667225999992E7,40.25,0.0,45332.353426646594,347324.0,61.0
1,1940-07-01,2.2108455261E7,40.25,0.0,45904.98433207307,348503.0,61.0
1,1940-08-01,2.2219007925000004E7,40.25,0.0,46134.53498826799,349682.0,61.0
1,1940-09-01,2.0022044157E7,40.25,0.0,41572.85583604304,350861.0,61.0
1,1940-10-01,2.0140726188E7,40.25,0.0,41819.277995368546,352040.0,61.0
1,1940-11-01,2.1010153595999997E7,40.25,0.0,43624.5210374415,353219.0,61.0
1,1940-12-01,2.2865479512E7,40.25,0.0,47476.83770278572,354398.0,61.0
1,1941-01-01,2.4650405583E7,39.099998474121094,0.0,52057.14713569162,355584.0,61.0
1,1941-02-01,2.3243579657999996E7,39.099998474121094,0.0,49086.18814171316,356580.0,61.0
1,1941-03-01,2.2358783889000002E7,39.099998474121094,0.0,47217.6585284887,357576.0,61.0
1,1941-04-01,2.1943445282999996E7,39.099998474121094,0.0,46340.54218357033,358572.0,61.0
1,1941-05-01,2.4041394216000002E7,39.099998474121094,0.0,50771.02951046505,359568.0,60.0
1,1941-06-01,2.4948336912000004E7,39.099998474121094,0.0,52686.32981963215,360564.0,60.0
1,1941-07-01,2.520941595E7,39.099998474121094,0.0,53237.68105212428,361560.0,60.0
1,1941-08-01,2.4924791033999998E7,39.099998474121094,0.0,52636.59433979971,362556.0,60.0
1,1941-09-01,2.2507567544999998E7,39.099998474121094,0.0,47531.86098233375,363552.0,60.0
1,1941-10-01,2.2079626886999995E7,39.099998474121094,0.0,46628.13004332105,364548.0,60.0
1,1941-11-01,2.1428665085999995E7,39.099998474121094,0.0,45253.42057952458,365544.0,60.0
1,1941-12-01,2.5938176058000002E7,39.099998474121094,0.0,54776.67953850605,366540.0,60.0
1,1942-01-01,2.7640346688000005E7,34.875,0.0,59479.79047700115,367542.0,60.0
1,1942-02-01,2.7087546983999997E7,34.875,0.0,58290.21363012699,368004.0,60.0
1,1942-03-01,2.6829427284E7,34.875,0.0,57734.764196574026,368466.0,60.0
1,1942-04-01,2.5482049107E7,34.875,0.0,54835.311852261184,368928.0,60.0
1,1942-05-01,2.7943749312E7,34.875,0.0,60132.69886290383,369390.0,60.0
1,1942-06-01,2.7824578424999997E7,34.875,0.0,59876.24921067457,369852.0,60.0
1,1942-07-01,2.8330753041E7,34.875,0.0,60965.49617027999,370314.0,60.0
1,1942-08-01,2.7870823232999995E7,34.875,0.0,59975.76430866506,370776.0,60.0
1,1942-09-01,2.6146507536000002E7,34.875,0.0,56265.1727325257,371238.0,60.0
1,1942-10-01,2.7133469544E7,34.875,0.0,58389.030183281335,371700.0,60.0
1,1942-11-01,2.6332884594E7,34.875,0.0,56666.241110293224,372162.0,60.0
1,1942-12-01,2.8635674055E7,34.875,0.0,61621.65806651232,372624.0,60.0
1,1943-01-01,2.9172460437000003E7,33.75,0.0,64311.89068630533,373087.0,60.0
1,1943-02-01,3.165769743E7,33.75,0.0,69790.69402837443,373376.0,60.0
1,1943-03-01,2.9774765703E7,33.75,0.0,65639.70487775287,373665.0,60.0
1,1943-04-01,2.7953872737E7,33.75,0.0,59199.32695176454,373954.0,60.0
1,1943-05-01,3.0025946369999997E7,33.75,0.0,63587.46184892805,374243.0,60.0
1,1943-06-01,3.06456789E7,33.75,0.0,64899.90070172264,374532.0,60.0
1,1943-07-01,3.1473201659999996E7,33.75,0.0,66652.39136652593,374821.0,60.0
1,1943-08-01,3.043125528E7,33.75,0.0,64445.80880613272,375110.0,60.0
1,1943-09-01,2.8580497308E7,33.75,0.0,60526.36325375293,375399.0,60.0
1,1943-10-01,2.9296613843999997E7,33.75,0.0,62042.91755377991,375688.0,60.0
1,1943-11-01,2.8845250136999995E7,33.75,0.0,61087.04547971494,375977.0,60.0
1,1943-12-01,2.890511832E7,33.75,0.0,61213.831359550946,376266.0,60.0
1,1944-01-01,3.013939482E7,35.400001525878906,0.0,66093.34214035019,376556.0,60.0
1,1944-02-01,3.135961778999999E7,35.400001525878906,0.0,68769.19200137693,377263.0,60.0
1,1944-03-01,3.037832922E7,35.400001525878906,0.0,66617.30852144049,377970.0,60.0
1,1944-04-01,2.9181268626000002E7,35.400001525878906,0.0,64512.13885217468,378677.0,60.0
1,1944-05-01,3.1340140979999997E7,35.400001525878906,0.0,69284.84189568911,379384.0,60.0
1,1944-06-01,3.0002327609999996E7,35.400001525878906,0.0,66327.28698597953,380091.0,60.0
1,1944-07-01,3.207137133E7,35.400001525878906,0.0,70901.4006476555,380798.0,60.0
1,1944-08-01,3.20963409E7,35.400001525878906,0.0,70956.59580796676,381505.0,60.0
1,1944-09-01,2.8910348964E7,35.400001525878906,0.0,63913.21545986758,382212.0,60.0
1,1944-10-01,3.037044012E7,35.400001525878906,0.0,67141.091132905,382919.0,59.0
1,1944-11-01,2.9135352591E7,35.400001525878906,0.0,64410.62686750639,383626.0,59.0
1,1944-12-01,2.8443713477999996E7,35.400001525878906,0.0,62881.59943208754,384333.0,59.0
1,1945-01-01,3.2050598699999996E7,34.79999923706055,0.0,73595.63802964555,385051.0,59.0
1,1945-02-01,3.083054004E7,34.79999923706055,0.0,70794.0992391613,385642.0,59.0
1,1945-03-01,3.0073860599999998E7,34.79999923706055,0.0,69056.59082207794,386233.0,59.0
1,1945-04-01,2.9220802356E7,34.79999923706055,0.0,64716.83330969418,386824.0,59.0
1,1945-05-01,3.0878120279999994E7,34.79999923706055,0.0,68387.38165816049,387415.0,58.0
1,1945-06-01,3.0917426849999998E7,34.79999923706055,0.0,68474.43208030578,388006.0,58.0
1,1945-07-01,3.20494554E7,34.79999923706055,0.0,70981.59857210041,388597.0,58.0
1,1945-08-01,3.029202105E7,34.79999923706055,0.0,67089.31715915259,389188.0,58.0
1,1945-09-01,2.9120686271999992E7,34.79999923706055,0.0,64495.10100265787,389779.0,58.0
1,1945-10-01,3.0260168129999995E7,34.79999923706055,0.0,67018.77651146454,390370.0,57.0
1,1945-11-01,2.9660499462E7,34.79999923706055,0.0,65690.65895874759,390961.0,57.0
1,1945-12-01,2.9928627917999994E7,34.79999923706055,0.0,66284.49330743573,391552.0,57.0
1,1946-01-01,3.1831844729999997E7,33.63999938964844,0.0,72668.2331107259,392154.0,57.0
1,1946-02-01,3.210728568E7,33.63999938964844,0.0,73297.03132624296,393407.0,57.0
1,1946-03-01,3.247120695E7,33.63999938964844,0.0,74127.82544788787,394660.0,57.0
1,1946-04-01,3.0732974609999996E7,33.63999938964844,0.0,67862.86139824471,395913.0,57.0
1,1946-05-01,3.269043084E7,33.63999938964844,0.0,72185.20018736219,397166.0,56.0
1,1946-06-01,3.260873304E7,33.63999938964844,0.0,72004.7935127772,398419.0,56.0
1,1946-07-01,3.4209872190000005E7,33.63999938964844,0.0,75540.34437146859,399672.0,53.0
1,1946-08-01,3.38816967E7,33.63999938964844,0.0,74815.6896958259,400925.0,53.0
1,1946-09-01,3.1976341050000004E7,33.63999938964844,0.0,70608.3846569474,402178.0,52.0
1,1946-10-01,3.1612731749999996E7,33.63999938964844,0.0,69805.48470015607,403431.0,51.0
1,1946-11-01,3.0799098569999993E7,33.63999938964844,0.0,68008.86881249148,404684.0,51.0
1,1946-12-01,3.054349809E7,33.63999938964844,0.0,67444.46594617963,405937.0,51.0
1,1947-01-01,3.4765839510000005E7,32.47999954223633,0.0,79367.8913861404,407193.0,51.0
1,1947-02-01,3.3974508989999995E7,32.47999954223633,0.0,77561.35181402488,408498.0,51.0
1,1947-03-01,3.3039179340000004E7,32.47999954223633,0.0,75426.05962218379,409803.0,51.0
1,1947-04-01,3.1744832159999996E7,32.47999954223633,0.0,72471.15256419795,411108.0,51.0
1,1947-05-01,3.4760498099999994E7,32.47999954223633,0.0,79355.70600003305,412413.0,51.0
1,1947-06-01,3.428457069E7,32.47999954223633,0.0,78269.18955780372,413718.0,51.0
1,1947-07-01,3.632834424E7,32.47999954223633,0.0,82934.97866210618,415023.0,51.0
1,1947-08-01,3.510394704E7,32.47999954223633,0.0,80139.77294922086,416328.0,51.0
1,1947-09-01,3.2866142009999994E7,32.47999954223633,0.0,75031.02173602121,417633.0,51.0
1,1947-10-01,3.3550690889999997E7,32.47999954223633,0.0,76593.79932109827,418938.0,51.0
1,1947-11-01,3.2900312789999995E7,32.47999954223633,0.0,75109.03732050856,420243.0,51.0
1,1947-12-01,3.320192985E7,32.47999954223633,0.0,75797.60727911783,421548.0,51.0
1,1948-01-01,3.9459232559999995E7,36.92000198364258,0.0,93569.70962264367,422858.0,51.0
1,1948-02-01,4.186675068E7,36.92000198364258,0.0,99278.65667224646,424322.0,51.0
1,1948-03-01,3.846539468999999E7,36.92000198364258,0.0,91213.01871213097,425786.0,51.0
1,1948-04-01,3.638214573E7,36.92000198364258,0.0,80940.03927319577,427250.0,51.0
1,1948-05-01,3.981256506E7,36.92000198364258,0.0,88571.7572415172,428714.0,51.0
1,1948-06-01,3.8776430400000006E7,36.92000198364258,0.0,86266.63696249198,430178.0,51.0
1,1948-07-01,3.970867278E7,36.92000198364258,0.0,88340.62859937793,431642.0,51.0
1,1948-08-01,3.9265144589999996E7,36.92000198364258,0.0,87353.88839776456,433106.0,50.0
1,1948-09-01,3.627166302E7,36.92000198364258,0.0,80694.23496424222,434570.0,50.0
1,1948-10-01,3.732074892E7,36.92000198364258,0.0,83028.1626332814,436034.0,50.0
1,1948-11-01,3.68287767E7,36.92000198364258,0.0,81933.66290658042,437498.0,50.0
1,1948-12-01,3.633831591E7,36.92000198364258,0.0,80842.525686246,438962.0,50.0
1,1949-01-01,4.3097018879999995E7,32.65999984741211,0.0,99624.83787514416,440431.0,50.0
1,1949-02-01,4.5892545150000006E7,32.65999984741211,0.0,106087.09398690406,442118.0,50.0
1,1949-03-01,4.3010576160000004E7,32.65999984741211,0.0,99425.01333532008,443805.0,50.0
1,1949-04-01,4.176913442999999E7,32.65999984741211,0.0,96555.2456739637,445492.0,50.0
1,1949-05-01,4.5452918879999995E7,32.65999984741211,0.0,105070.81597476226,447179.0,50.0
1,1949-06-01,4.483010772E7,32.65999984741211,0.0,103631.10877142749,448866.0,50.0
1,1949-07-01,4.566461139E7,32.65999984741211,0.0,105560.17873085597,450553.0,50.0
1,1949-08-01,4.469658246E7,32.65999984741211,0.0,103322.4463245465,452240.0,50.0
1,1949-09-01,4.1261018940000005E7,32.65999984741211,0.0,95380.65731400099,453927.0,50.0
1,1949-10-01,4.253738619E7,32.65999984741211,0.0,98331.16797732313,455614.0,50.0
1,1949-11-01,4.17303579E7,32.65999984741211,0.0,96465.60043120722,457301.0,50.0
1,1949-12-01,4.1998106699999996E7,32.65999984741211,0.0,97084.53949754902,458988.0,50.0
1,1950-01-01,5.266457808E7,34.31999969482422,0.0,127333.57425790506,460679.0,50.0
1,1950-02-01,4.858265067E7,34.31999969482422,0.0,117464.18834852254,462849.0,50.0
1,1950-03-01,4.794561402E7,34.31999969482422,0.0,115923.94729521338,465019.0,50.0
1,1950-04-01,4.485363258E7,34.31999969482422,0.0,104932.16770680586,467189.0,50.0
1,1950-05-01,4.799096661E7,34.31999969482422,0.0,112271.74842862411,469359.0,50.0
1,1950-06-01,4.811345577E7,34.31999969482422,0.0,112558.30088692169,471529.0,48.0
1,1950-07-01,5.028757782E7,34.31999969482422,0.0,117644.50860784693,473699.0,48.0
1,1950-08-01,4.833667842E7,34.31999969482422,0.0,113080.51874734981,475869.0,48.0
1,1950-09-01,4.4413708589999996E7,34.31999969482422,0.0,103902.98570397352,478039.0,48.0
1,1950-10-01,4.644338322E7,34.31999969482422,0.0,108651.26892564238,480209.0,48.0
1,1950-11-01,4.458144453E7,34.31999969482422,0.0,104295.39303786114,482379.0,48.0
1,1950-12-01,4.453349373000001E7,34.31999969482422,0.0,104183.21525660701,484549.0,48.0
1,1951-01-01,5.1256747019999996E7,32.7599983215332,0.0,125675.84674447299,486726.0,48.0
1,1951-02-01,5.4482624190000005E7,32.7599983215332,0.0,133585.34587236834,489051.0,48.0
1,1951-03-01,5.179580637E7,32.7599983215332,0.0,126997.55715571968,491376.0,48.0
1,1951-04-01,5.146171653000001E7,32.7599983215332,0.0,118990.86259277815,493701.0,48.0
1,1951-05-01,5.400205917000001E7,32.7599983215332,0.0,124864.70636362035,496026.0,48.0
1,1951-06-01,5.395355307E7,32.7599983215332,0.0,124752.54274882781,498351.0,48.0
