Time (Month),Consumption (KWh) per household,Avg Tariff (c/KWh) per household,Wholesale ($/MWh),GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households),Percentage Renewable Production,System Production Primary Spot,System Production Secondary Spot,System Production Off Spot,System Production Rooftop PV,System Production Coal,System Production Water,System Production Wind,System Production Gas,System Production Solar,System Production Battery,Number of Active Actors,Primary Total Unmet Demand (MWh),Primary Total Unmet Demand (Hours),Primary Total Unmet Demand (Days),Primary Max Unmet Demand Per Hour (MWh),Secondary Total Unmet Demand (MWh),Secondary Total Unmet Demand (Hours),Secondary Total Unmet Demand (Days),Secondary Max Unmet Demand Per Hour (MWh)
2001-07-01,727.9845942329576,16.237964630126953,24.542356491088867,0.91839807306122,1739089.0,0.05358620046603909,4157584.6560000037,0.0,62515.343999999284,0.0,4076486.0653085555,113126.30269144801,5145.503999999959,10356.479999999769,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-08-01,731.0394722109778,16.237964630126953,24.62017822265625,0.9206771052960384,1741605.0,0.05672829553920255,4181424.656732421,0.0,62515.343999999284,0.0,4092435.3189212596,120804.44942656122,5145.503999999959,10569.080384599516,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-09-01,660.2397425407985,16.237964630126953,16.67736053466797,0.8467698687185724,1744121.0,0.021854430401696344,3777961.2800000007,0.0,60498.71999999942,0.0,3769226.2569335205,39729.58306648076,4979.519999999977,10022.39999999981,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-01,671.191552680952,16.237964630126953,15.364105224609375,0.8621665412973504,1746637.0,0.018662657158283257,3845328.682000005,0.0,62431.31799999929,0.0,3843239.743504658,34073.60249534657,5138.58799999996,10342.55999999977,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-11-01,640.3333499127864,16.237964630126953,15.542210578918457,0.8214998666068791,1749153.0,0.020522172123832148,3669457.6800000034,0.0,64012.31999999948,0.0,3667147.5349771804,36040.7050228226,4979.519999999977,10799.999999999802,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-12-01,622.6792847278796,15.92618179321289,14.827581405639648,0.7984742636677201,1751669.0,0.020701951937928106,3569613.9360000044,0.0,66146.06399999936,0.0,3569197.9636167563,35270.88438324857,5145.503999999959,11159.999999999758,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-01-01,647.1263928801286,15.92618179321289,17.139558792114258,0.8278418731252292,1754189.0,0.02579725308397219,3717793.9362929715,0.0,66146.06399999936,0.0,3705967.6374105737,46643.21606880888,5145.503999999959,11197.994813588244,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-02-01,615.754039957235,15.92618179321289,21.38173484802246,0.7778272991364686,1756578.0,0.048644468119089075,3543301.86277833,0.0,59744.83199999967,0.0,3482255.3952935217,87099.61449754918,4647.552000000012,15508.708987259522,0.0,0.0,61.0,2353.3102997939322,13.0,3.0,347.7220524205545,0.0,0.0,0.0,0.0
2002-03-01,661.6531179948231,15.92618179321289,18.190113067626953,0.8438415559929521,1758967.0,0.0318997525143472,3818089.702583899,0.0,66234.96999999936,0.0,3792714.665857253,60097.494985137484,5152.419999999958,11354.301741507903,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-04-01,640.7478102098611,15.92618179321289,17.663257598876953,0.8212535358650697,1761356.0,0.022443713774715917,3697937.6800000025,0.0,64012.31999999948,0.0,3691655.6621217886,40012.57787821377,4979.519999999977,10799.999999999802,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-05-01,701.8888784943401,15.92618179321289,22.61798095703125,0.8893141547760328,1763745.0,0.04496775649226685,4060363.936585937,0.0,66146.06399999936,0.0,4003234.723709307,91937.36957331086,5145.503999999959,11206.755303318285,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,713.1576652734165,15.92618179321289,28.34242057800293,0.8841106462871824,1766134.0,0.08195693816037075,4126786.4975114535,0.0,71591.75999999928,0.0,3983422.3345975275,173104.69130339546,10725.119999999779,14790.03161052833,0.0,0.0,62.0,61.75049635623827,2.0,1.0,60.248841186856225,0.0,0.0,0.0,0.0
2002-07-01,761.0944273837547,15.92618179321289,31.942720413208008,0.9316830322730484,1768523.0,0.10273869776295473,4410755.729289922,0.0,75780.71519999919,0.0,4201812.266980204,236097.58009805562,11082.62399999975,18860.794211664466,0.0,0.0,63.0,173.56976789045075,4.0,3.0,65.4711660334051,0.0,0.0,0.0,0.0
2002-08-01,747.804521060335,15.92618179321289,29.81194305419922,0.9245887006749001,1770912.0,0.08658366636300298,4338524.381067409,0.0,75780.71519999919,0.0,4178052.4020527857,193113.4542072791,11082.62399999975,13373.436807341312,0.0,0.0,66.0,14.90905485722169,1.0,1.0,14.90905485722169,0.0,0.0,0.0,0.0
2002-09-01,685.9461535294911,15.92618179321289,25.01775550842285,0.8663543710694305,1773301.0,0.04811439322765161,3981293.8241464887,0.0,73336.17599999931,0.0,3921009.474101571,94007.05117591826,10725.119999999779,10807.85886899802,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-10-01,685.7987599186795,15.92618179321289,21.29719352722168,0.8753976510919369,1775690.0,0.02771073826423954,3983541.1405999963,0.0,75678.85939999919,0.0,3967190.7725625318,51158.43203746381,11067.727999999752,11144.99999999976,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
