Actor Id,Organisation Name,RegistrationDate,Date of Change,ABN /CAN /ARBN /Other,Region,Role,Business Structure,Relationships,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,GPU POWERNET PTY LTD,1995-06-18,2000-07-26,78079798173,VIC,NETWORKOP,Australian Private Company,"(470,2)","(193,5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,SPI POWERNET PTY LIMITED,2000-07-26,2000-10-05,78079798173,VIC,NETWORKOP,Australian Private Company,"(471,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,SPI POWERNET PTY LTD,2000-10-05,2014-08-04,78079798173,VIC,NETWORKOP,Australian Private Company,"(472,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,AUSNET TRANSMISSION GROUP PTY LTD,2014-08-04,2020-10-16,78079798173,VIC,NETWORKOP,Australian Private Company,"(468,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,CITIPOWER PTY LTD,2016-11-22,2020-10-16,76064651056,VIC,NETWORKOP,Australian Private Company,"(471,4)","(795,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,AGL Electricity Limited,2000-03-11,2001-05-21,82064651083,VIC,GENERATOR,Australian Public Company,"(475,2)","(648,4)","(211,3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,AGL Electricity Ltd,2001-05-21,2007-05-24,82064651083,VIC,GENERATOR,Australian Public Company,"(476,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Alinta AE Ltd,2007-05-24,2008-08-04,82064651083,VIC,UTILITY_RETAILER,Australian Public Company,"(477,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Jemena Electricity Networks (Vic) Ltd,2008-08-04,2020-10-16,82064651083,VIC,NETWORKOP,Australian Public Company,"(522,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,UNITED ENERGY LIMITED,2000-03-07,2000-06-01,70064651029,VIC,NETWORKOP,Australian Private Company,"(479,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,UNITED ENERGY LTD,2000-06-01,2004-04-08,70064651029,VIC,NETWORKOP,Australian Private Company,"(480,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,UNITED ENERGY DISTRIBUTION PTY LIMITED,2004-04-08,2020-10-16,70064651029,VIC,NETWORKOP,Australian Private Company,"(212,6)","(725,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Meridian Renewables Pty Limited,2010-05-07,2010-10-27,88143533322,VIC,GENERATOR,Australian Private Company,"(482,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,2010-10-27,2020-10-16,88143533322,VIC,GENERATOR,Australian Private Company,"(350,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Meridian Wind Australia Pty Ltd,2009-03-01,2012-01-25,68128553551,NSW,GENERATOR,Australian Private Company,"(484,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,MERIDIAN ENERGY MARKETS PTY LTD,2012-01-25,2020-10-16,68128553551,NSW,INVESTOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,TE MAUNGA POWER AUSTRALIA HOLDINGS PTY LTD,2002-07-08,2002-11-15,15101038331,VIC,GENERATOR,Australian Private Company,"(237,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,CLP Group Pty Ltd,2010-02-18,2020-10-16,42142123779,NSW,INVESTOR,Australian Private Company,"(222,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,CRH Holdings Pty Limited,2005-07-01,2005-09-13,74115061375,NSW,INVESTOR,Australian Public Company,"(488,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,AGL GAS DEVELOPMENTS PTY LIMITED,2005-09-13,2006-03-02,74115061375,NSW,GENERATOR,Australian Public Company,"(489,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,AGL ENERGY LIMITED,2006-03-02,2020-10-16,74115061375,NSW,GENERATOR,Australian Public Company,"(490,1)","(231,1)","(232,1)","(457,1)","(458,1)","(205,3)","(423,1)","(524,1)","(543,1)","(544,1)","(654,1)","(693,1)","(823,1)","(837,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,ALINTAAGL PTY LTD,2002-11-15,2007-12-17,38102848055,NSW,UTILITY_RETAILER,Australian Private Company,"(491,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,ALINTA PTY LIMITED,2007-12-17,2020-10-16,38102848055,NSW,UTILITY_RETAILER,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Victorian Energy Networks Corporation (VENCorp) ,1997-12-30,2009-07-01,noabn00214,VIC,NETWORKOP,State Government Company,"(493,3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Victorian Power Exchange,1995-10-01,1998-07-01,noabn00215,VIC,MARKET,State Government Company,"(193,5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Enel Green Power Australia Pty Ltd,2017-03-30,2020-10-16,41618296030,NSW,GENERATOR,Australian Private Company,"(388,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,WINDLAB SYSTEMS PTY LTD,2003-05-01,2014-11-18,26104461958,ACT,GENERATOR,Australian Public Company,"(496,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,WINDLAB LIMITED,2014-11-18,2020-10-16,26104461958,ACT,GENERATOR,Australian Public Company,"(389,7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,ENERGY DEVELOPMENTS LTD,2000-04-14,2000-10-10,84053410263,QLD,GENERATOR,Australian Public Company,"(498,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,ENERGY DEVELOPMENTS LIMITED,2000-10-10,2020-10-16,84053410263,QLD,GENERATOR,Australian Public Company,"(394,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,WIRSOL ENERGY PTY LIMITED,2017-02-08,2020-10-16,72617256550,NSW,GENERATOR,Australian Private Company,"(402,7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,EDIFY ENERGY PTY. LTD.,2015-07-06,2020-10-16,85606684995,QLD,GENERATOR,Australian Private Company,"(402,7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Department of Planning,2005-08-29,2011-04-03,38755709681,NSW,GOVAUTHORITY,State Government Entity,"(502,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,DEPARTMENT OF PLANNING AND INFRASTRUCTURE,2011-04-03,2014-02-24,38755709681,NSW,GOVAUTHORITY,State Government Entity,"(503,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PLANNING AND INFRASTRUCTURE,2014-02-24,2014-08-22,38755709681,NSW,GOVAUTHORITY,State Government Entity,"(504,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Department of Planning and Environment,2014-08-22,2020-10-16,38755709681,NSW,GOVAUTHORITY,State Government Entity,"(404,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,IPM AUSTRALIA LIMITED,2000-05-06,2018-03-09,87055563785,NSW,INVESTOR,Australian Public Company,"(506,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,LYB AUSTRALIA LIMITED,2018-03-09,2020-10-16,87055563785,NSW,GENERATOR,Australian Public Company,"(411,7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,LAING GROUP PTY. LTD. (John Laing Group),2003-07-25,2020-10-16,91105665969,QLD,INVESTOR,Australian Private Company,"(412,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,State Power Investment Corporation (SPIC) ,2015-01-01,2020-10-16,noabn00216,OTHER,INVESTOR,International Company,"(509,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,State Power Investment Overseas of China (SPIC Overseas),2016-01-06,2020-10-16,noabn00217,OTHER,INVESTOR,International Company,"(468,7)","(521,7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Pacific Hydro Investments Pty Ltd,2000-03-10,2000-05-29,18053747407,VIC,GENERATOR,Australian Private Company,"(511,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Pacific Hydro Investments Pty. Ltd.,2000-05-29,2020-10-16,18053747407,VIC,INVESTOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PACIFIC HYDRO INTERNATIONAL PTY. LTD.,2000-02-24,2020-10-16,36073323109,VIC,INVESTOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Singapore Power International Pte Ltd.,2000-07-01,2020-10-16,62774737661,VIC,INVESTOR,Other Incorporated Entity,"(468,7)","(521,7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,SP Group Pty Ltd,2003-07-10,2020-10-16,91105479605,NSW,INVESTOR,Australian Private Company,"(513,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Impact Investment Group Pty Ltd,2009-10-13,2020-10-16,54139328108,VIC,INVESTOR,Australian Private Company,"(438,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,SMALL GIANTS HOLDINGS PTY LTD,2014-11-12,2020-10-16,97602821625,VIC,INVESTOR,Australian Private Company,"(515,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,"LYP PARTNER 3 PTY LTD	",2001-06-25,2012-09-04,16078377527,VIC,INVESTOR,Australian Private Company,"(559,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Pacific Hydro Retail Pty Ltd,2012-03-14,2016-11-05,43155908839,VIC,UTILITY_RETAILER,Australian Private Company,"(519,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,TANGO ENERGY PTY LTD,2016-11-05,2020-10-16,43155908839,VIC,UTILITY_RETAILER,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,SPI (Australia) Assets Pty Ltd,2007-07-18,2014-01-03,60126327624,VIC,INVESTOR,Australian Private Company,"(521,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,SGSP (AUSTRALIA) ASSETS PTY LTD,2014-01-03,2020-10-16,60126327624,VIC,INVESTOR,Australian Private Company,"(477,1)","(522,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,JEMENA ENERGY ASSETS PTY. LTD.,2016-01-27,2017-12-19,63610403882,VIC,NETWORKOP,Australian Private Company,"(523,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,OVIDA INFRASTRUCTURE PTY LTD,2017-12-19,2020-10-16,63610403882,VIC,NETWORKOP,Australian Private Company,"(728,6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,AGL Loy Yang Marketing  Pty Ltd,2012-09-04,2020-10-16,19105758316,NSW,GENERATOR,Australian Private Company,"(204,1)","(436,4)","(559,4)","(560,4)","(736,4)","(665,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Basslink Pty Ltd,2000-07-01,2020-10-16,52090996231,VIC,NETWORKOP,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,EDL Group Operations Pty Ltd,2000-04-14,2020-10-16,39055555416,QLD,GENERATOR,Australian Private Company,"(553,4)","(775,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Enel X Australia Pty Ltd,2019-03-09,2020-10-16,49104710278,VIC,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Landfill Operations Pty Ltd,2014-12-10,2020-10-16,18603300358,QLD,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Lal Lal Wind Farms Nom Co Pty Ltd,2018-04-24,2020-10-16,37625768774,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Mt Gellibrand Wind Farm Pty Ltd,2007-05-25,2020-10-16,30125610639,VIC,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,NovaPower Pty Ltd,2012-06-01,2020-10-16,44119925334,VIC,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Numurkah Solar Farm Pty Ltd,2018-05-01,2020-10-16,36618524422,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Origin Energy Electricity Limited,1999-11-01,2020-10-16,33071052287,NSW,GENERATOR,Australian Public Company,"(424,4)","(548,4)","(629,4)","(673,4)","(827,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Pacific Hydro Yaloak South Pty Ltd,2016-05-06,2020-10-16,11612249671,VIC,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Salt Creek Wind Farm Pty Ltd,2009-07-01,2020-10-16,94121087492,VIC,GENERATOR,Australian Private Company,"(444,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Telstra Energy (Generation) Pty Ltd,2016-07-15,2020-10-16,32613554233,VIC,GENERATOR,Australian Private Company,"(319,4)","(580,4)","(584,4)","(622,4)","(653,4)","(699,4)","(808,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Toora Wind Farm Pty Ltd,2007-08-31,2020-10-16,56126722076,QLD,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,ALCOA OF AUSTRALIA LIMITED,2000-02-01,2020-10-16,93004879298,WA,INDUSTRY,Australian Public Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Keppel Infrastructure Trust (KIT) ,2009-07-01,2020-10-16,15097254616,QLD,INVESTOR,Discretionary Investment Trust,"(540,6)","(525,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Keppel Infrastructure Fund Management Pte Ltd(KIFM),2009-07-01,2020-10-16,noabn00218,OTHER,INVESTOR,International Company,"(541,6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Keppel Infrastructure Holdings Pte. Ltd.,2009-07-01,2020-10-16,noabn00218,OTHER,INVESTOR,International Company,"(539,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Keppel Corporation Limited,2009-07-01,2020-10-16,noabn00218,OTHER,INVESTOR,International Company,"(541,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,AGL Sales (Queensland Electricity) Pty Ltd,2007-03-01,2020-10-16,66078875902,NSW,GENERATOR,Australian Private Company,"(558,4)","(565,4)","(601,4)","(667,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
