year,region,lga_code,lga_name,vifsa_district,couple_with_children,couple_without_children,one_parent_family,other_family,group_household,lone_person,all_household_types
2026,48 Regional LGAs,25150,Moorabool (S),,5570,4522,1820,92,321,3892,16218
2026,31 Metropolitan LGAs,25250,Moreland (C),,25120,20806,7681,1537,7395,23025,85565
2026,31 Metropolitan LGAs,25340,Mornington Peninsula (S),,20241,24775,7672,511,1522,21923,76645
2026,48 Regional LGAs,25430,Mount Alexander (S),,1975,2885,877,70,343,3225,9375
2026,48 Regional LGAs,25490,Moyne (S),,2142,2482,611,65,157,2043,7501
2026,48 Regional LGAs,25620,Murrindindi (S),,1581,2546,529,27,169,2373,7224
2026,31 Metropolitan LGAs,25710,Nillumbik (S),,10319,7168,2055,133,292,4139,24107
2026,48 Regional LGAs,25810,Northern Grampians (S),,1038,1646,417,35,165,1848,5149
2026,31 Metropolitan LGAs,25900,Port Phillip (C),,10138,18397,4046,1030,5856,27565,67031
2026,48 Regional LGAs,25990,Pyrenees (S),,750,1114,248,5,92,1153,3362
2026,48 Regional LGAs,26080,Queenscliffe (B),,260,596,91,1,13,489,1450
2026,48 Regional LGAs,26170,South Gippsland (S),,3325,4768,1095,70,285,4360,13903
2026,48 Regional LGAs,26260,Southern Grampians (S),,1697,2289,595,31,144,2499,7255
2026,31 Metropolitan LGAs,26350,Stonnington (C),,12538,16774,3657,1032,5838,22118,61957
2026,48 Regional LGAs,26430,Strathbogie (S),,1061,1835,418,25,124,1870,5333
2026,48 Regional LGAs,26490,Surf Coast (S),,5083,5167,1175,110,470,3630,15634
2026,48 Regional LGAs,26610,Swan Hill (RC),,2330,2645,844,90,328,2684,8921
2026,48 Regional LGAs,26670,Towong (S),,615,1052,162,14,73,971,2886
2026,48 Regional LGAs,26700,Wangaratta (RC),,3235,4162,1273,124,363,4232,13389
2026,48 Regional LGAs,26730,Warrnambool (C),,4052,4544,1713,138,604,4971,16023
2026,48 Regional LGAs,26810,Wellington (S),,5051,6251,1849,134,513,6392,20189
2026,48 Regional LGAs,26890,West Wimmera (S),,368,534,88,13,23,589,1615
2026,31 Metropolitan LGAs,26980,Whitehorse (C),,26171,18269,7106,1111,4165,17808,74629
2026,31 Metropolitan LGAs,27070,Whittlesea (C),,42912,22520,12639,1115,2327,16364,97877
2026,48 Regional LGAs,27170,Wodonga (C),,5523,5825,2551,166,622,5747,20435
2026,31 Metropolitan LGAs,27260,Wyndham (C),,54972,25189,14917,1142,2763,17807,116790
2026,31 Metropolitan LGAs,27350,Yarra (C),,9134,15300,4008,920,7157,18602,55121
2026,31 Metropolitan LGAs,27450,Yarra Ranges (S),,22338,18822,7178,498,1311,14616,64763
2026,48 Regional LGAs,27630,Yarriambiack (S),,581,912,256,11,71,1044,2875
2026,48 Regional LGAs,29399,Unincorporated Vic,,89,148,32,2,13,137,421
2026,31 Metropolitan LGAs,M,Metropolitan LGAs,,745390,550428,228685,31230,111533,529328,2196594
2026,48 Regional LGAs,R,Regional LGAs,,197433,222554,77098,5743,22320,221004,746152
2026,VIC,VIC,Victoria,,942823,772981,305783,36974,133853,750333,2942746
2031,48 Regional LGAs,20110,Alpine (S),VIFSA Bright-Harrietville District,855,1266,324,16,142,1214,3817
2031,48 Regional LGAs,20110,Alpine (S),VIFSA Myrtleford District,453,744,186,24,41,768,2215
2031,48 Regional LGAs,20260,Ararat (RC),VIFSA Ararat Rural,369,505,81,4,23,424,1407
2031,48 Regional LGAs,20260,Ararat (RC),VIFSA Ararat Town,799,1087,414,43,134,1310,3787
2031,48 Regional LGAs,20570,Ballarat (C),VIFSA Ballarat Central and East District,6827,7808,3638,311,1595,10819,30998
2031,48 Regional LGAs,20570,Ballarat (C),VIFSA Ballarat Rural,177,259,74,4,14,262,789
2031,48 Regional LGAs,20570,Ballarat (C),VIFSA Buninyong-Mount Helen District,1219,1146,288,19,124,754,3550
2031,48 Regional LGAs,20570,Ballarat (C),VIFSA Delacombe-Miners Rest District,7026,6083,2865,203,819,6027,23023
2031,31 Metropolitan LGAS,20660,Banyule (C),VIFSA Ivanhoe-Rosanna District,10665,8236,3389,530,1251,8803,32874
2031,31 Metropolitan LGAS,20660,Banyule (C),VIFSA Lower Plenty-Watsonia District,8309,6522,2719,272,589,5600,24011
2031,48 Regional LGAs,20740,Bass Coast (S),VIFSA Phillip Island,1157,2371,604,38,149,2397,6717
2031,48 Regional LGAs,20740,Bass Coast (S),VIFSA Wonthaggi District,2633,4698,1402,110,432,5189,14463
2031,48 Regional LGAs,20830,Baw Baw (S),VIFSA Drouin-Warragul District,6101,6744,2408,165,542,5961,21921
2031,48 Regional LGAs,20830,Baw Baw (S),VIFSA Neerim-Trafalgar District,1797,2296,613,32,128,1891,6757
2031,31 Metropolitan LGAS,20910,Bayside (C),VIFSA Brighton District,6082,5306,1464,174,417,4754,18198
2031,31 Metropolitan LGAS,20910,Bayside (C),VIFSA Hampton-Sandringham District,10076,8299,2448,244,699,7759,29524
2031,48 Regional LGAs,21010,Benalla (RC),VIFSA Benalla Rural,461,658,118,2,45,365,1649
2031,48 Regional LGAs,21010,Benalla (RC),VIFSA Benalla Town,906,1670,534,44,150,2021,5326
2031,31 Metropolitan LGAS,21110,Boroondara (C),VIFSA Ashburton-Camberwell District,7884,5446,1584,258,781,4535,20488
2031,31 Metropolitan LGAS,21110,Boroondara (C),VIFSA Balwyn-Canterbury District,8858,5508,2056,315,577,4635,21948
2031,31 Metropolitan LGAS,21110,Boroondara (C),VIFSA Hawthorn District,5850,5749,1357,461,2088,7634,23139
2031,31 Metropolitan LGAS,21110,Boroondara (C),VIFSA Kew District,4771,3783,1299,247,879,3556,14535
2031,31 Metropolitan LGAS,21180,Brimbank (C),VIFSA Cairnlea-Sunshine District,16022,8940,6957,999,1772,8787,43477
2031,31 Metropolitan LGAS,21180,Brimbank (C),VIFSA Keilor-Sydenham District,14000,9806,5483,546,827,7653,38314
2031,48 Regional LGAs,21270,Buloke (S),VIFSA Buloke Shire,491,858,165,22,83,941,2559
2031,48 Regional LGAs,21370,Campaspe (S),VIFSA Echuca Town,1664,2198,728,52,229,2172,7043
2031,48 Regional LGAs,21370,Campaspe (S),VIFSA Kyabram District,1255,1525,469,35,89,1498,4870
2031,48 Regional LGAs,21370,Campaspe (S),VIFSA Rochester District,992,1158,277,17,54,849,3347
2031,48 Regional LGAs,21370,Campaspe (S),VIFSA Rushworth District,349,603,172,5,44,628,1800
2031,31 Metropolitan LGAS,21450,Cardinia (S),VIFSA Emerald-Garfield District,5020,3980,1203,67,226,2347,12844
2031,31 Metropolitan LGAS,21450,Cardinia (S),VIFSA Koo Wee Rup District,1705,1366,468,39,71,1027,4676
2031,31 Metropolitan LGAS,21450,Cardinia (S),VIFSA Officer-Pakenham District,16816,9665,5683,380,958,8052,41554
2031,31 Metropolitan LGAS,21610,Casey (C),VIFSA Berwick-Narre Warren District,20118,12687,5056,459,885,7909,47114
2031,31 Metropolitan LGAS,21610,Casey (C),VIFSA Cranbourne District,42833,20979,11889,1021,1934,13773,92429
2031,31 Metropolitan LGAS,21610,Casey (C),VIFSA Doveton-Hallam District,7376,4822,2641,239,608,3740,19426
2031,31 Metropolitan LGAS,21610,Casey (C),VIFSA Pearcedale-Tooradin District,1227,1059,335,20,63,721,3426
2031,48 Regional LGAs,21670,Central Goldfields (S),VIFSA Central Goldfields Rural,546,819,247,21,86,833,2551
2031,48 Regional LGAs,21670,Central Goldfields (S),VIFSA Maryborough Town,704,1148,495,15,140,1654,4157
2031,48 Regional LGAs,21750,Colac-Otway (S),VIFSA Apollo Bay-Gellibrand District,303,614,161,2,59,679,1819
2031,48 Regional LGAs,21750,Colac-Otway (S),VIFSA Beeac-Swan Marsh District,601,769,212,24,45,632,2283
2031,48 Regional LGAs,21750,Colac-Otway (S),VIFSA Colac Town,1348,1641,598,70,211,2149,6019
2031,48 Regional LGAs,21830,Corangamite (S),VIFSA Camperdown-Lismore District,853,1265,319,15,86,1457,3995
2031,48 Regional LGAs,21830,Corangamite (S),VIFSA Cobden-Port Campbell District,782,1037,236,28,56,849,2988
2031,31 Metropolitan LGAS,21890,Darebin (C),VIFSA Northcote-Thornbury District,7512,7091,2183,442,2920,8729,28878
2031,31 Metropolitan LGAS,21890,Darebin (C),VIFSA Preston-Reservoir District,15519,11830,5696,996,3569,13987,51598
2031,48 Regional LGAs,22110,East Gippsland (S),VIFSA Bairnsdale Town,1860,2469,941,68,197,2774,8308
2031,48 Regional LGAs,22110,East Gippsland (S),VIFSA Lakes District,1608,3793,732,29,286,3254,9703
2031,48 Regional LGAs,22110,East Gippsland (S),VIFSA Omeo District,983,1211,298,16,91,865,3465
2031,48 Regional LGAs,22110,East Gippsland (S),VIFSA Orbost District,461,1104,258,11,78,1340,3252
2031,31 Metropolitan LGAS,22170,Frankston (C),VIFSA Frankston-Seaford District,9623,9357,5534,469,1443,12499,38924
2031,31 Metropolitan LGAS,22170,Frankston (C),VIFSA Langwarrin-Skye District,8984,7093,3523,281,679,6549,27108
2031,48 Regional LGAs,22250,Gannawarra (S),VIFSA Gannawarra Shire,1054,1552,326,27,104,1641,4704
2031,31 Metropolitan LGAS,22310,Glen Eira (C),VIFSA Bentleigh District,9398,5762,2453,345,794,5159,23912
2031,31 Metropolitan LGAS,22310,Glen Eira (C),VIFSA Carnegie-Caulfield District,14287,12174,3246,631,3306,13608,47252
2031,48 Regional LGAs,22410,Glenelg (S),VIFSA Glenelg Rural,781,1350,285,34,79,1380,3910
2031,48 Regional LGAs,22410,Glenelg (S),VIFSA Portland Town,971,1614,534,35,145,1898,5197
2031,48 Regional LGAs,22490,Golden Plains (S),VIFSA Bannockburn-Meredith District,3057,2245,685,58,91,1297,7434
2031,48 Regional LGAs,22490,Golden Plains (S),VIFSA Linton-Smythesdale District,1396,1276,317,17,39,864,3910
2031,48 Regional LGAs,22620,Greater Bendigo (C),VIFSA Ascot-Eaglehawk District,4362,3502,2222,143,578,3738,14544
2031,48 Regional LGAs,22620,Greater Bendigo (C),VIFSA Bendigo-Kangaroo Flat District,5038,5491,2546,239,768,6854,20937
2031,48 Regional LGAs,22620,Greater Bendigo (C),VIFSA East Bendigo-Strathfieldsaye District,4639,4840,1712,144,696,4513,16545
2031,48 Regional LGAs,22620,Greater Bendigo (C),VIFSA Greater Bendigo Rural,2688,2763,685,37,187,1968,8327
2031,31 Metropolitan LGAS,22670,Greater Dandenong (C),VIFSA Dandenong District,9993,5673,3795,529,1458,6632,28079
2031,31 Metropolitan LGAS,22670,Greater Dandenong (C),VIFSA Keysborough-Springvale District,16594,8694,5800,845,1660,8194,41787
2031,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Barwon Heads-Portarlington District,8734,9947,2901,167,704,8335,30788
2031,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Bell Park-Corio District,4956,4505,3586,258,757,6544,20605
2031,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Geelong Central District,1356,1922,656,91,479,2836,7341
2031,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Geelong Newtown District,1537,1347,406,45,211,1489,5036
2031,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Geelong West District,2761,2660,1063,131,540,3753,10908
2031,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Grovedale-Highton District,12361,10133,3801,338,1545,9368,37546
2031,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Lara District,3628,2799,1095,76,185,2075,9859
2031,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Leopold-Newcomb District,3766,4168,1829,140,399,4546,14848
2031,48 Regional LGAs,22830,Greater Shepparton (C),VIFSA Arcadia-Tallygaroopna District,529,480,95,17,14,324,1458
2031,48 Regional LGAs,22830,Greater Shepparton (C),VIFSA Ardmona-Murchison District,1248,1373,374,34,112,1255,4396
2031,48 Regional LGAs,22830,Greater Shepparton (C),VIFSA Shepparton Town,6822,6708,3030,220,816,7514,25109
2031,48 Regional LGAs,22910,Hepburn (S),VIFSA Clunes-Creswick District,741,1090,322,19,54,1085,3312
2031,48 Regional LGAs,22910,Hepburn (S),VIFSA Daylesford-Glenlyon District,885,1631,393,13,156,1900,4978
2031,48 Regional LGAs,22980,Hindmarsh (S),VIFSA Hindmarsh Shire,528,792,152,18,54,794,2338
2031,31 Metropolitan LGAS,23110,Hobsons Bay (C),VIFSA Altona-Seabrook District,9005,6936,3509,452,933,7065,27900
2031,31 Metropolitan LGAS,23110,Hobsons Bay (C),VIFSA Newport-Williamstown District,5339,4428,1571,247,556,4618,16759
2031,48 Regional LGAs,23190,Horsham (RC),VIFSA Horsham Rural,375,391,79,2,13,370,1231
2031,48 Regional LGAs,23190,Horsham (RC),VIFSA Horsham Town,1803,2330,811,78,201,2694,7917
2031,31 Metropolitan LGAS,23270,Hume (C),VIFSA Broadmeadows District,10298,5884,4819,431,807,6443,28682
2031,31 Metropolitan LGAS,23270,Hume (C),VIFSA Bulla-Craigieburn District,29903,12722,7590,598,830,6923,58567
2031,31 Metropolitan LGAS,23270,Hume (C),VIFSA Sunbury District,6583,4932,2232,186,375,4065,18373
2031,48 Regional LGAs,23350,Indigo (S),VIFSA Beechworth-Chiltern District,1677,1973,496,19,114,1473,5752
2031,48 Regional LGAs,23350,Indigo (S),VIFSA Rutherglen District,439,660,169,8,45,671,1991
2031,31 Metropolitan LGAS,23430,Kingston (C) (Vic.),VIFSA Aspendale-Chelsea District,7825,7108,2638,241,704,7338,25854
2031,31 Metropolitan LGAS,23430,Kingston (C) (Vic.),VIFSA Moorabbin-Mordialloc District,16837,12803,5389,686,1655,13185,50554
2031,31 Metropolitan LGAS,23670,Knox (C),VIFSA Bayswater-Ferntree Gully District,9709,8159,4016,324,864,8634,31705
2031,31 Metropolitan LGAS,23670,Knox (C),VIFSA Rowville District,6986,5000,1353,134,199,2633,16305
2031,31 Metropolitan LGAS,23670,Knox (C),VIFSA Scoresby-Wantirna District,8427,5730,2306,225,441,4300,21430
2031,48 Regional LGAs,23810,Latrobe (C) (Vic.),VIFSA Churchill District,1432,1717,564,32,111,1388,5243
2031,48 Regional LGAs,23810,Latrobe (C) (Vic.),VIFSA Glengarry North-Tyers District,716,597,185,13,44,462,2018
2031,48 Regional LGAs,23810,Latrobe (C) (Vic.),VIFSA Moe Town,1733,2084,1148,56,209,3133,8361
2031,48 Regional LGAs,23810,Latrobe (C) (Vic.),VIFSA Morwell Town,1190,1820,1011,55,220,2915,7212
2031,48 Regional LGAs,23810,Latrobe (C) (Vic.),VIFSA Traralgon Town,3440,4027,1529,110,389,4541,14037
2031,48 Regional LGAs,23940,Loddon (S),VIFSA Loddon Shire,760,1140,270,22,114,1232,3538
2031,48 Regional LGAs,24130,Macedon Ranges (S),VIFSA Gisborne District,4436,3566,975,75,109,2406,11566
2031,48 Regional LGAs,24130,Macedon Ranges (S),VIFSA Kyneton District,1371,1558,502,29,124,1511,5094
2031,48 Regional LGAs,24130,Macedon Ranges (S),VIFSA Romsey District,2365,2307,606,17,112,1360,6767
2031,31 Metropolitan LGAS,24210,Manningham (C),VIFSA Doncaster-Templestowe District,16333,12160,4301,587,1048,8667,43095
2031,31 Metropolitan LGAS,24210,Manningham (C),VIFSA Donvale-Warrandyte District,4144,3100,806,74,145,1846,10115
2031,48 Regional LGAs,24250,Mansfield (S),VIFSA Mansfield Shire,954,1573,360,26,126,1649,4689
2031,31 Metropolitan LGAS,24330,Maribyrnong (C),VIFSA Maribyrnong City,15580,13083,5598,1130,4846,15664,55899
2031,31 Metropolitan LGAS,24410,Maroondah (C),VIFSA Croydon District,10007,7739,3433,275,733,7654,29840
2031,31 Metropolitan LGAS,24410,Maroondah (C),VIFSA Ringwood District,7728,6082,2558,300,808,6015,23491
2031,31 Metropolitan LGAS,24600,Melbourne (C),VIFSA CBD-East Melbourne District,3703,10604,1488,1444,8097,16770,42106
2031,31 Metropolitan LGAS,24600,Melbourne (C),VIFSA Docklands-Southbank District,5152,12627,2238,879,4497,14737,40130
2031,31 Metropolitan LGAS,24600,Melbourne (C),VIFSA Parkville-West Melbourne District,6878,11240,3050,1222,8330,16931,47651
2031,31 Metropolitan LGAS,24650,Melton (C),VIFSA Caroline Springs-Hillside District,19261,9808,4692,440,575,5845,40622
2031,31 Metropolitan LGAS,24650,Melton (C),VIFSA Melton Central District,6096,4316,3078,216,525,4084,18315
2031,31 Metropolitan LGAS,24650,Melton (C),VIFSA Rockbank District,15466,7355,4999,428,913,5608,34768
2031,48 Regional LGAs,24780,Mildura (RC),VIFSA Mildura Rural,361,482,89,7,47,497,1484
2031,48 Regional LGAs,24780,Mildura (RC),VIFSA Mildura Town,6332,6993,2882,245,764,7488,24704
2031,48 Regional LGAs,24850,Mitchell (S),VIFSA Kilmore-Wallan District,9813,5980,2987,158,483,4384,23805
2031,48 Regional LGAs,24850,Mitchell (S),VIFSA Seymour District,1220,1413,571,39,114,1582,4938
2031,48 Regional LGAs,24900,Moira (S),VIFSA Cobram-Numurkah District,1993,2680,875,54,233,2757,8591
2031,48 Regional LGAs,24900,Moira (S),VIFSA Katamatite-Yarrawonga District,1307,1948,536,18,146,1653,5609
2031,31 Metropolitan LGAS,24970,Monash (C),VIFSA Clayton-Oakleigh District,8756,6211,2221,614,3336,6071,27209
2031,31 Metropolitan LGAS,24970,Monash (C),VIFSA Glen Waverley-Mulgrave District,14227,8856,3635,492,1021,5924,34155
2031,31 Metropolitan LGAS,24970,Monash (C),VIFSA Mount Waverley District,9335,6320,2632,391,1302,5294,25273
2031,31 Metropolitan LGAS,25060,Moonee Valley (C),VIFSA Airport West-Niddrie District,7014,5036,2467,319,470,4559,19864
2031,31 Metropolitan LGAS,25060,Moonee Valley (C),VIFSA Ascot Vale-Strathmore District,13514,10540,3845,802,2666,12958,44324
2031,48 Regional LGAs,25150,Moorabool (S),VIFSA Bacchus Marsh District,4404,3247,1580,86,234,2966,12517
2031,48 Regional LGAs,25150,Moorabool (S),VIFSA Ballan District,905,971,261,8,63,874,3081
2031,48 Regional LGAs,25150,Moorabool (S),VIFSA Gordon-Mount Egerton District,834,780,222,10,61,579,2487
2031,31 Metropolitan LGAS,25250,Moreland (C),VIFSA Brunswick District,7091,8701,2351,621,4635,10895,34295
2031,31 Metropolitan LGAS,25250,Moreland (C),VIFSA Coburg-Pascoe Vale District,12475,8766,3551,657,2297,8876,36621
2031,31 Metropolitan LGAS,25250,Moreland (C),VIFSA Fawkner-Glenroy District,7963,4759,2623,366,799,5107,21617
2031,31 Metropolitan LGAS,25340,Mornington Peninsula (S),VIFSA Flinders-Nepean District,6386,10635,3077,203,667,9967,30934
2031,31 Metropolitan LGAS,25340,Mornington Peninsula (S),VIFSA Hastings-Somerville District,5693,6323,2375,140,428,5661,20619
2031,31 Metropolitan LGAS,25340,Mornington Peninsula (S),VIFSA Mornington District,9005,9686,2593,200,504,7995,29983
2031,48 Regional LGAs,25430,Mount Alexander (S),VIFSA Castlemaine Town,1115,1517,601,50,213,2066,5562
2031,48 Regional LGAs,25430,Mount Alexander (S),VIFSA Mount Alexander Rural,897,1487,320,22,140,1351,4217
2031,48 Regional LGAs,25490,Moyne (S),VIFSA Macarthur-Port Fairy District,1307,1572,383,41,104,1307,4714
2031,48 Regional LGAs,25490,Moyne (S),VIFSA Mortlake-Woolsthorpe District,908,1033,268,29,65,887,3192
2031,48 Regional LGAs,25620,Murrindindi (S),VIFSA Alexandra District,637,1351,219,10,92,1374,3682
2031,48 Regional LGAs,25620,Murrindindi (S),VIFSA Kinglake-Yea District,976,1320,339,22,89,1200,3946
2031,31 Metropolitan LGAS,25710,Nillumbik (S),VIFSA Eltham-Kangaroo Ground District,4822,3654,999,65,135,2315,11990
2031,31 Metropolitan LGAS,25710,Nillumbik (S),VIFSA Hurstbridge-St Andrews District,1424,1142,299,14,48,764,3690
2031,31 Metropolitan LGAS,25710,Nillumbik (S),VIFSA Plenty-Wattle Glen District,4166,2811,809,55,112,1483,9435
2031,48 Regional LGAs,25810,Northern Grampians (S),VIFSA St Arnaud District,268,417,114,5,32,527,1363
2031,48 Regional LGAs,25810,Northern Grampians (S),VIFSA Stawell District,734,1174,293,28,125,1330,3684
2031,31 Metropolitan LGAS,25900,Port Phillip (C),VIFSA Albert Park-Port Melbourne District,5906,10304,2313,599,2480,12580,34181
2031,31 Metropolitan LGAS,25900,Port Phillip (C),VIFSA Elwood-St Kilda District,4844,9801,2122,546,3876,17514,38702
2031,48 Regional LGAs,25990,Pyrenees (S),VIFSA Avoca-Landsborough District,295,558,121,5,46,588,1613
2031,48 Regional LGAs,25990,Pyrenees (S),VIFSA Beaufort-Snake Valley District,460,589,138,0,45,644,1876
2031,48 Regional LGAs,26080,Queenscliffe (B),VIFSA Queenscliffe Borough,257,608,92,1,13,514,1485
2031,48 Regional LGAs,26170,South Gippsland (S),VIFSA Korumburra District,1122,1506,364,25,79,1306,4402
2031,48 Regional LGAs,26170,South Gippsland (S),VIFSA Leongatha District,1390,1815,466,28,114,1709,5522
2031,48 Regional LGAs,26170,South Gippsland (S),VIFSA Promontory District,892,1698,315,19,112,1708,4743
2031,48 Regional LGAs,26260,Southern Grampians (S),VIFSA Hamilton Town,995,1400,404,23,102,1735,4659
2031,48 Regional LGAs,26260,Southern Grampians (S),VIFSA Southern Grampians Rural,629,862,178,8,37,828,2543
2031,31 Metropolitan LGAS,26350,Stonnington (C),VIFSA Malvern District,6797,5471,1509,353,1379,5868,21377
2031,31 Metropolitan LGAS,26350,Stonnington (C),VIFSA Prahran-Toorak District,6888,12162,2572,714,4630,17982,44948
2031,48 Regional LGAs,26430,Strathbogie (S),VIFSA Strathbogie Shire,1090,1888,436,24,129,1985,5553
2031,48 Regional LGAs,26490,Surf Coast (S),VIFSA Surf Coast Rural,1345,2005,371,31,110,1573,5434
2031,48 Regional LGAs,26490,Surf Coast (S),VIFSA Torquay Town,4128,3856,933,94,424,2648,12083
2031,48 Regional LGAs,26610,Swan Hill (RC),VIFSA Robinvale Town,357,369,120,17,70,382,1314
2031,48 Regional LGAs,26610,Swan Hill (RC),VIFSA Swan Hill Rural,662,892,180,9,64,709,2516
2031,48 Regional LGAs,26610,Swan Hill (RC),VIFSA Swan Hill Town,1278,1453,564,65,201,1729,5290
2031,48 Regional LGAs,26670,Towong (S),VIFSA Towong Shire,637,1041,165,12,72,1022,2950
2031,48 Regional LGAs,26700,Wangaratta (RC),VIFSA Wangaratta Rural,1276,1482,265,28,89,969,4109
2031,48 Regional LGAs,26700,Wangaratta (RC),VIFSA Wangaratta Town,2029,2849,1051,102,290,3523,9844
2031,48 Regional LGAs,26730,Warrnambool (C),VIFSA Warrnambool City,4170,4777,1779,143,625,5310,16804
2031,48 Regional LGAs,26810,Wellington (S),VIFSA Heyfield-Maffra District,1842,2128,631,43,133,2075,6852
2031,48 Regional LGAs,26810,Wellington (S),VIFSA Rosedale District,1019,1418,277,26,102,1193,4035
2031,48 Regional LGAs,26810,Wellington (S),VIFSA Sale Town,1776,2093,787,62,216,2611,7547
2031,48 Regional LGAs,26810,Wellington (S),VIFSA Yarram District,547,902,243,10,79,1029,2811
2031,48 Regional LGAs,26890,West Wimmera (S),VIFSA West Wimmera Shire,350,489,85,13,21,549,1506
2031,31 Metropolitan LGAS,26980,Whitehorse (C),VIFSA Blackburn-Forest Hill District,9223,6385,2479,337,1136,5706,25265
2031,31 Metropolitan LGAS,26980,Whitehorse (C),VIFSA Box Hill District,10590,7389,3009,589,2493,8047,32117
2031,31 Metropolitan LGAS,26980,Whitehorse (C),VIFSA Nunawading-Vermont District,8418,5842,2138,244,721,5213,22576
2031,31 Metropolitan LGAS,27070,Whittlesea (C),VIFSA Epping-Whittlesea District,34070,16403,9525,628,1362,11237,73226
2031,31 Metropolitan LGAS,27070,Whittlesea (C),VIFSA Lalor-Thomastown District,7230,4645,3115,365,451,3862,19668
2031,31 Metropolitan LGAS,27070,Whittlesea (C),VIFSA Mill Park District,7258,4944,2100,254,788,3786,19130
2031,48 Regional LGAs,27170,Wodonga (C),VIFSA Wodonga Rural City,6007,6596,2823,186,702,6613,22928
2031,31 Metropolitan LGAS,27260,Wyndham (C),VIFSA Hoppers Crossing-Truganina District,28742,12749,7873,602,1371,8984,60322
2031,31 Metropolitan LGAS,27260,Wyndham (C),VIFSA Point Cook-Werribee South District,16481,8061,3665,338,768,4076,33389
2031,31 Metropolitan LGAS,27260,Wyndham (C),VIFSA Werribee-Wyndham Vale District,16730,8956,6397,405,1117,8136,41741
2031,31 Metropolitan LGAS,27350,Yarra (C),VIFSA Abbotsford-Fitzroy District,6508,10413,2817,544,4744,12842,37869
2031,31 Metropolitan LGAS,27350,Yarra (C),VIFSA Burnley-Richmond District,3799,5958,1811,427,2666,7710,22372
2031,31 Metropolitan LGAS,27450,Yarra Ranges (S),VIFSA Belgrave-Olinda District,4146,3797,1216,77,270,2749,12255
2031,31 Metropolitan LGAS,27450,Yarra Ranges (S),VIFSA Healesville District,1817,2084,740,42,140,1828,6652
2031,31 Metropolitan LGAS,27450,Yarra Ranges (S),VIFSA Kilsyth-Lilydale District,13101,10102,4238,323,658,8097,36519
2031,31 Metropolitan LGAS,27450,Yarra Ranges (S),VIFSA Monbulk-Seville District,2069,1815,513,35,89,1000,5521
2031,31 Metropolitan LGAS,27450,Yarra Ranges (S),VIFSA Upper Yarra Valley District,23,52,7,1,3,35,122
2031,31 Metropolitan LGAS,27450,Yarra Ranges (S),VIFSA Warburton-Yarra Junction District,1897,2071,873,45,194,2112,7191
2031,48 Regional LGAs,27630,Yarriambiack (S),VIFSA Yarriambiack Shire,569,848,253,12,70,1005,2757
2031,48 Regional LGAs,29399,Unincorporated Vic,VIFSA Unincorporated Vic,92,148,35,2,14,143,434
2031,48 Regional LGAs,20110,Alpine (S),,1308,2010,510,40,183,1982,6032
2031,48 Regional LGAs,20260,Ararat (RC),,1168,1593,496,47,157,1734,5194
2031,48 Regional LGAs,20570,Ballarat (C),,15250,15296,6866,537,2551,17862,58361
2031,31 Metropolitan LGAs,20660,Banyule (C),,18974,14758,6108,802,1840,14402,56885
2031,48 Regional LGAs,20740,Bass Coast (S),,3789,7070,2006,148,581,7586,21180
2031,48 Regional LGAs,20830,Baw Baw (S),,7898,9039,3021,198,670,7851,28678
2031,31 Metropolitan LGAs,20910,Bayside (C),,16157,13605,3911,418,1116,12513,47722
2031,48 Regional LGAs,21010,Benalla (RC),,1367,2329,651,46,195,2386,6974
2031,31 Metropolitan LGAs,21110,Boroondara (C),,27364,20485,6296,1280,4326,20359,80110
2031,31 Metropolitan LGAs,21180,Brimbank (C),,30021,18746,12440,1545,2599,16440,81791
2031,48 Regional LGAs,21270,Buloke (S),,491,858,165,22,83,941,2559
2031,48 Regional LGAs,21370,Campaspe (S),,4259,5483,1645,109,416,5148,17060
2031,31 Metropolitan LGAs,21450,Cardinia (S),,23542,15010,7354,486,1254,11426,59074
2031,31 Metropolitan LGAs,21610,Casey (C),,71556,39547,19921,1738,3490,26143,162395
2031,48 Regional LGAs,21670,Central Goldfields (S),,1250,1967,742,36,226,2487,6709
2031,48 Regional LGAs,21750,Colac-Otway (S),,2253,3024,971,97,316,3460,10121
2031,48 Regional LGAs,21830,Corangamite (S),,1635,2302,555,43,142,2306,6983
2031,31 Metropolitan LGAs,21890,Darebin (C),,23031,18921,7879,1439,6489,22716,80475
2031,48 Regional LGAs,22110,East Gippsland (S),,4912,8577,2229,125,652,8232,24727
2031,31 Metropolitan LGAs,22170,Frankston (C),,18607,16450,9057,750,2122,19047,66032
2031,48 Regional LGAs,22250,Gannawarra (S),,1054,1552,326,27,104,1641,4704
2031,31 Metropolitan LGAs,22310,Glen Eira (C),,23685,17937,5699,975,4100,18768,71164
2031,48 Regional LGAs,22410,Glenelg (S),,1752,2964,820,69,224,3278,9107
